(9.01486, 6.78079, 7.20901, 9.67481, 15.2013, 19.9593, 5.84195, 3.94067, 3.73804, 6.1751, 12.4642, 12.5241, 9.57679, 8.18183, 8.02487, 7.36273, 7.25659, 7.96451, 7.84102, 9.51539, 9.90232, 11.8499, 3.87345, 4.77122, 5.08257, 4.65663, 3.74741, 1.72956, 5.47462, 12.0251, 15.9401, 19.4009, 23.2985)
(6.47036, 5.25964, 8.11066, 14.488, 21.2546, 21.8329, 3.67145, 2.10739, 3.06615, 5.03889, 8.69993, 7.40117, 7.83857, 8.03997, 8.72533, 10.4052, 9.40819, 9.58272, 8.59155, 8.98746, 9.51185, 11.508, 1.83932, 2.91162, 3.04746, 2.97172, 2.41603, 1.61017, 5.97709, 13.5368, 18.19, 21.4556, 26.0442)
(6.55777, 6.31154, 7.70508, 12.7621, 21.1922, 21.4385, 3.80864, 2.53333, 3.05786, 4.69795, 9.935, 9.01633, 7.47906, 8.96018, 8.68002, 10.5806, 8.191, 8.16592, 8.00363, 9.4691, 10.1545, 11.2997, 2.04107, 2.61428, 2.48482, 2.49502, 2.35393, 1.31945, 7.05078, 13.9691, 18.1563, 21.5838, 25.9314)
(7.06496, 5.52695, 6.82641, 15.0476, 21.7931, 16.5444, 4.3295, 1.91056, 2.63444, 7.41428, 10.9078, 6.93203, 6.35481, 8.2669, 9.94674, 12.2657, 9.9527, 10.0876, 8.75552, 8.56992, 8.45009, 10.4181, 2.47608, 2.59355, 2.70977, 3.01941, 2.46398, 0.736075, 5.11477, 11.0817, 17.8231, 24.1998, 27.7819)
(10.5841, 7.4095, 8.98133, 12.2741, 15.075, 16.9234, 3.86997, 2.42872, 2.83288, 5.24355, 14.3774, 11.7224, 9.19973, 9.93855, 9.25272, 8.17787, 7.79552, 6.93678, 7.74519, 7.82219, 9.22915, 12.1799, 2.53816, 3.07284, 2.88424, 3.26984, 2.26588, 2.24252, 6.1664, 10.9373, 17.629, 21.6749, 27.3189)
(10.065, 6.48198, 6.80389, 10.0905, 15.2289, 17.2843, 4.89738, 2.85893, 3.62931, 6.31129, 16.3486, 11.9468, 9.09499, 8.25314, 9.17046, 8.08652, 7.34357, 8.67951, 7.81713, 8.26823, 9.52108, 11.8186, 4.2859, 4.62917, 4.79539, 4.58243, 3.31643, 1.46097, 5.60703, 11.09, 16.5127, 20.0371, 23.6829)
(8.34006, 6.46172, 7.51158, 10.7251, 15.4053, 15.7879, 6.94781, 4.48255, 4.18676, 7.2464, 12.9047, 12.6614, 9.92598, 8.61187, 7.9128, 7.69898, 7.34512, 7.85598, 8.08068, 9.03121, 8.86828, 12.0077, 4.1241, 5.76359, 5.37968, 5.44069, 3.26084, 1.13297, 5.35235, 10.3094, 15.8872, 20.1695, 23.1796)
(8.88678, 5.28496, 5.40435, 10.9566, 23.5777, 21.444, 1.94159, 1.04277, 1.76476, 5.9279, 13.7686, 4.78267, 6.36006, 8.35044, 8.36089, 13.8332, 12.3778, 11.355, 11.0375, 10.0584, 7.47223, 6.01182, 1.30197, 1.67633, 1.82761, 2.34697, 1.43431, 0.835858, 6.21622, 14.9283, 19.6552, 22.2472, 27.5301)
(9.69592, 6.4091, 6.98971, 9.77481, 14.8369, 17.9552, 5.16934, 3.7682, 4.47502, 6.64789, 14.2779, 13.1898, 9.07003, 8.49579, 7.84242, 7.27323, 6.7708, 8.43909, 7.98762, 9.3267, 9.68103, 11.9235, 4.61456, 5.38933, 5.34545, 4.60452, 3.51197, 1.37471, 5.87818, 11.2601, 16.2079, 19.4266, 22.3867)
(11.0912, 8.8268, 12.0284, 13.4891, 14.4197, 10.2332, 5.62443, 2.73747, 2.34373, 5.37694, 13.8289, 11.0431, 7.92922, 8.54105, 7.76459, 8.87353, 9.4763, 9.33466, 8.39362, 8.58124, 9.5691, 10.4936, 3.97508, 3.52955, 4.16481, 4.41758, 1.72195, 0.774744, 3.92529, 8.44036, 16.0226, 20.7594, 32.2687)
(4.98188, 10.4753, 20.1371, 30.2791, 16.8079, 5.19127, 1.39343, 0.518186, 0.50062, 3.05336, 6.6619, 5.72931, 4.80909, 8.65073, 10.4791, 15.5287, 16.0307, 11.0099, 10.0242, 6.99897, 4.61295, 6.12634, 1.05217, 0.525066, 0.609283, 0.828397, 0.382288, 0.296103, 1.91826, 6.04375, 17.4499, 25.0652, 45.8297)
(8.56792, 10.7263, 14.0977, 19.1791, 17.8709, 12.4239, 2.21956, 0.876523, 0.934785, 2.48808, 10.6152, 10.4985, 6.89187, 9.17283, 9.17395, 10.9465, 9.69966, 9.15903, 7.72292, 9.1243, 9.03318, 8.5772, 1.94775, 1.82239, 1.2606, 1.56351, 0.712753, 0.836672, 4.6628, 10.6517, 18.3429, 24.2941, 33.9048)
(8.30659, 5.80833, 5.6508, 10.928, 19.5769, 18.836, 4.61413, 3.17084, 4.60764, 7.01078, 11.4901, 10.3669, 7.72401, 6.93193, 8.645, 9.99681, 9.58202, 10.1151, 8.47118, 9.23821, 8.76039, 10.1684, 4.61974, 3.79423, 3.73226, 3.67749, 2.48444, 0.873003, 5.60977, 14.2052, 18.0365, 20.9927, 21.9747)
(6.51683, 6.15914, 9.53864, 14.2005, 22.6684, 20.1264, 2.46492, 2.19225, 5.11503, 4.09505, 6.92288, 8.71216, 5.9011, 8.62338, 10.5264, 7.25622, 9.24716, 9.28107, 9.8576, 9.98179, 8.56364, 12.0495, 2.52063, 1.76229, 2.91551, 2.04592, 2.45709, 2.25279, 6.55421, 16.969, 18.2125, 20.6528, 23.6572)
(8.92165, 4.85748, 4.61579, 10.4088, 23.3549, 15.9765, 2.1787, 1.63003, 2.88561, 9.47977, 15.6908, 8.06368, 6.97473, 6.44975, 8.93493, 13.5441, 13.9592, 9.25586, 10.2782, 8.22069, 6.60115, 7.71777, 2.2411, 2.08253, 2.07673, 2.58098, 1.34511, 0.457593, 5.55681, 17.0471, 20.0807, 24.2247, 22.3066)
(8.10498, 6.45251, 7.02752, 10.0847, 18.2074, 21.1266, 5.9119, 3.61729, 3.32453, 5.68087, 10.4617, 11.5106, 8.69849, 7.97512, 7.75398, 8.25831, 7.74773, 8.4136, 8.48713, 9.20315, 10.153, 11.7988, 3.82639, 4.40511, 5.04326, 4.69361, 3.6153, 1.38366, 5.80141, 11.8291, 16.4075, 19.8653, 23.1294)
