5.000000
48 48 48
0.000000 0.000000 0.000000
-120.000000 -120.000000 -120.000000
295.349002 16907.619246 5425.099789
51947 11 26 22
0.739732 0.500444 -0.449835 104.249855
91020 12 24 39
0.981449 -0.096321 0.165772 269.472504
93324 12 24 40
0.906599 -0.007955 -0.421919 242.342941
42684 12 25 18
0.703799 0.549645 0.450063 171.710129
44988 12 25 19
0.822699 0.564901 -0.063670 195.851410
45036 12 26 19
0.972401 0.150147 0.178582 256.097321
68076 12 26 29
0.958883 0.140842 -0.246387 238.971085
45084 12 27 19
0.736143 -0.516082 0.437896 225.225769
49692 12 27 21
0.984943 0.172724 -0.007339 342.286804
51996 12 27 22
0.729862 0.172135 -0.661567 283.499298
65820 12 27 28
0.887541 -0.235300 0.396113 210.013916
68124 12 27 29
0.986924 -0.108069 -0.119594 238.864670
49740 12 28 21
0.618808 -0.780199 0.091461 287.850861
52044 12 28 22
0.524474 -0.631962 -0.570571 240.582794
90925 13 22 39
0.525596 0.766333 -0.369434 324.704407
93229 13 22 40
0.299076 0.593806 -0.746959 192.615921
90973 13 23 39
0.924904 0.290738 -0.244998 418.150604
93277 13 23 40
0.398628 0.507622 -0.763817 313.986664
65677 13 24 28
0.748769 0.556747 0.359691 205.351242
88717 13 24 38
0.619485 -0.224614 0.752188 334.793213
91021 13 24 39
0.789693 -0.579678 0.200894 409.085449
93325 13 24 40
0.518676 -0.042161 -0.853931 369.656860
95629 13 24 41
0.375109 0.158691 -0.913297 234.209427
42685 13 25 18
-0.016400 0.610084 0.792167 220.277695
44989 13 25 19
0.345721 0.920303 0.183085 287.378174
47293 13 25 20
0.393598 0.892359 -0.220854 272.936676
51901 13 25 22
0.338567 0.838218 -0.427509 170.664642
68029 13 25 29
0.655427 0.703754 -0.274126 326.792542
88765 13 25 38
0.659592 -0.352249 0.663972 289.186066
91069 13 25 39
0.726382 -0.686932 0.022200 344.801147
93373 13 25 40
0.549459 -0.685468 -0.477732 305.788757
95677 13 25 41
0.446840 -0.511992 -0.733620 194.623932
42733 13 26 18
-0.155465 -0.062333 0.985873 261.101624
47341 13 26 20
0.617773 0.742150 0.259941 380.292358
49645 13 26 21
0.582270 0.797043 -0.160262 383.045715
54253 13 26 23
0.494224 0.499952 -0.711189 193.005951
63469 13 26 27
0.406591 0.147928 0.901555 231.573929
65773 13 26 28
0.699455 0.148926 0.698988 380.825195
68077 13 26 29
0.933598 0.233356 -0.271918 416.618073
70381 13 26 30
0.637228 0.300151 -0.709824 306.490631
40477 13 27 17
-0.277425 -0.610259 0.742037 126.063019
47389 13 27 20
0.240586 -0.483547 0.841606 388.029419
49693 13 27 21
0.986369 -0.085326 0.140700 443.566742
51997 13 27 22
0.665696 0.024472 -0.745821 396.152557
54301 13 27 23
0.530172 0.022602 -0.847589 251.541306
70429 13 27 30
0.813714 0.133353 -0.565762 352.486023
47437 13 28 20
0.039865 -0.804640 0.592423 272.668427
49741 13 28 21
0.104951 -0.989607 0.098300 349.776611
54349 13 28 23
0.361295 -0.597320 -0.716013 193.007568
68173 13 28 29
0.928446 -0.339135 0.151573 377.288025
70477 13 28 30
0.878693 -0.231966 -0.417241 352.024994
72781 13 28 31
0.747614 -0.021885 -0.663773 260.949402
65917 13 29 28
0.528197 -0.615352 0.585107 215.191666
68221 13 29 29
0.673474 -0.732341 0.100544 287.728271
70525 13 29 30
0.661402 -0.705984 -0.253247 266.310242
72829 13 29 31
0.693297 -0.574273 -0.435373 205.393219
49166 14 16 21
0.689811 0.717110 0.099569 285.304596
46910 14 17 20
0.782794 0.480443 0.395485 348.694489
49214 14 17 21
0.939194 0.334895 0.075894 410.744568
51518 14 17 22
0.824455 0.349685 -0.444966 364.006653
67646 14 17 29
0.899904 0.380429 0.213182 331.216919
69950 14 17 30
0.863193 0.372055 -0.341281 315.897614
44654 14 18 19
0.884565 0.393408 0.250549 381.901794
49262 14 18 21
0.999415 -0.022423 0.025810 444.543152
51566 14 18 22
0.925134 0.034340 -0.378085 411.061523
53870 14 18 23
0.727325 0.199347 -0.656704 288.972717
65390 14 18 28
0.710991 -0.157674 0.685296 249.488052
67694 14 18 29
0.952789 -0.253488 0.167147 347.833221
69998 14 18 30
0.872965 -0.271998 -0.404906 318.971558
72302 14 18 31
0.852848 -0.019630 -0.521790 248.075897
44702 14 19 19
