5.000000
48 48 48
118.235019 107.535017 102.185016
-1.764981 -12.464983 -17.814983
22.472605 1050.851359 316.722000
40091 11 19 17
0.921172 -0.128897 -0.367188 12.722348
40475 11 27 17
0.889019 0.286134 0.357453 24.366096
42779 11 27 18
0.994634 0.094831 -0.041357 26.713045
45083 11 27 19
0.931270 0.072450 -0.357054 23.431437
47387 11 27 20
0.755480 0.085289 -0.649597 14.671870
38219 11 28 16
0.653535 -0.143663 0.743137 17.042358
40523 11 28 17
0.899323 -0.406672 0.160735 23.326681
45131 11 28 19
0.891274 -0.402835 -0.208215 20.413671
40571 11 29 17
0.964739 -0.242025 -0.103450 18.745815
38315 11 30 16
0.895421 -0.245876 0.371170 14.339389
37740 12 18 16
0.738188 0.556027 0.381986 19.784105
40044 12 18 17
0.489942 0.629508 -0.603057 18.419140
33180 12 19 14
0.924926 0.379762 0.017124 16.649082
37788 12 19 16
0.805674 -0.059933 0.589319 21.493019
40092 12 19 17
0.745281 -0.034774 -0.665843 21.576807
33228 12 20 14
0.920971 0.386044 0.052750 20.119333
30972 12 21 13
0.827281 -0.105951 0.551707 18.105551
33276 12 21 14
0.903817 -0.298063 0.307041 21.735863
35580 12 21 15
0.830953 -0.490915 0.261764 23.901220
37884 12 21 16
0.705365 -0.631894 -0.321202 23.697033
40188 12 21 17
0.535054 -0.519193 -0.666450 17.068056
31020 12 22 13
0.857383 -0.471693 0.205913 14.764920
42684 12 25 18
0.421526 0.890430 0.171613 19.434385
44988 12 25 19
0.240595 0.910114 -0.337351 17.896547
40428 12 26 17
0.338099 0.765685 0.547189 25.426527
42732 12 26 18
0.313461 0.937479 0.151243 30.294863
45036 12 26 19
0.273647 0.818146 -0.505722 28.493069
47340 12 26 20
0.384273 0.522735 -0.760975 21.061255
63468 12 26 27
0.957166 0.243795 -0.156198 10.067868
38172 12 27 16
0.369847 0.246692 0.895744 23.519405
40476 12 27 17
0.216533 0.152267 0.964328 32.167740
42780 12 27 18
-0.807039 -0.564466 -0.173394 33.997047
45084 12 27 19
-0.016246 -0.049644 -0.998635 31.961124
63516 12 27 27
0.842150 -0.536664 -0.052683 8.339758
38220 12 28 16
0.317860 -0.245513 0.915799 22.645733
45132 12 28 19
0.718910 -0.628704 -0.296480 29.848047
47436 12 28 20
0.557251 -0.208691 -0.803691 24.002724
45180 12 29 19
0.915960 -0.321990 -0.239455 26.535990
47484 12 29 20
0.594981 -0.409448 -0.691629 19.347488
38316 12 30 16
0.751461 -0.132607 0.646314 26.257139
40620 12 30 17
0.955103 -0.292576 -0.046657 29.756826
42924 12 30 18
0.934118 -0.232917 -0.270504 27.114750
45228 12 30 19
0.794580 -0.389157 -0.466046 21.339983
37645 13 16 16
0.203112 0.918883 -0.338230 7.789835
37741 13 18 16
0.236312 0.781082 0.577986 24.195566
40045 13 18 17
0.133885 0.686059 -0.715121 21.872622
30877 13 19 13
0.286702 0.694421 0.659986 20.229778
33181 13 19 14
0.289420 0.869485 -0.400291 22.025871
30925 13 20 13
0.523407 0.332227 0.784646 23.639828
40141 13 20 17
0.423250 -0.246064 -0.871959 27.631647
42445 13 20 18
0.276953 -0.259555 -0.925164 16.248676
30973 13 21 13
0.576196 -0.268567 0.771926 23.537285
35581 13 21 15
0.540558 -0.837190 0.083126 26.935383
37885 13 21 16
-0.018247 -0.967347 -0.252798 26.157694
40189 13 21 17
-0.018049 -0.780752 -0.624581 20.772266
86269 13 21 37
0.129867 -0.917891 -0.374980 2.180619
31021 13 22 13
0.965359 -0.244615 -0.090803 22.251703
81709 13 22 35
0.354520 -0.496562 -0.792301 4.221843
28765 13 23 12
0.913869 0.227889 0.336020 22.563665
31069 13 23 13
0.810169 -0.120545 -0.573668 20.745354
90973 13 23 39
0.454404 -0.607418 -0.651583 2.395614
28813 13 24 12
0.994735 0.048692 0.090178 23.953836
81805 13 24 35
0.145141 0.363066 -0.920389 2.793885
28861 13 25 12
0.996734 -0.035049 0.072754 24.570200
31165 13 25 13
0.950374 0.047247 -0.307502 23.194185
33469 13 25 14
0.734629 0.058836 -0.675913 17.236372
42685 13 25 18
0.250766 0.967669 0.027097 23.157793
58813 13 25 25
0.968032 0.247417 -0.041222 20.328108
81853 13 25 35
0.047741 -0.728346 -0.683544 2.487844
26605 13 26 11
0.986662 -0.130775 0.096938 20.887207
31213 13 26 13
0.757986 -0.601594 -0.252075 18.920433
38125 13 26 16
0.181058 0.771144 0.610373 19.363125
47341 13 26 20
-0.287223 0.737614 -0.611088 21.306850
58861 13 26 25
0.930620 -0.285670 0.228778 20.060015
63469 13 26 27
0.769168 0.378501 -0.514896 19.804558
24349 13 27 10
0.797459 -0.442724 0.409945 13.436301
26653 13 27 11
0.869381 -0.490297 -0.061532 15.830761
38173 13 27 16
0.252346 0.384437 0.887992 26.889029
40477 13 27 17
-0.927078 0.254650 0.275100 30.606770
47389 13 27 20
-0.314360 0.519146 -0.794773 26.820765
49693 13 27 21
0.204583 0.296617 -0.932826 18.456188
63517 13 27 27
0.711027 -0.687863 -0.145896 17.128624
38221 13 28 16
0.585659 -0.231193 0.776887 26.654419
49741 13 28 21
0.477098 -0.102831 -0.872814 19.454697
42877 13 29 18
0.353261 0.703352 0.616849 33.268139
45181 13 29 19
0.869091 0.020829 -0.494213 33.784515
47485 13 29 20
0.574486 -0.318045 -0.754197 27.685408
36013 13 30 15
0.436622 -0.046540 0.898441 21.971096
38317 13 30 16
0.059180 -0.027704 0.997863 31.199564
40621 13 30 17
-0.949723 -0.242327 0.198252 32.765022
42925 13 30 18
-0.571896 -0.820138 -0.017562 33.787193
45229 13 30 19
0.394279 -0.596480 -0.699111 30.326580
38365 13 31 16
0.152658 -0.961113 0.230122 24.142252
40669 13 31 17
-0.125029 -0.983576 0.130176 25.685699
42973 13 31 18
0.077448 -0.994579 -0.069392 27.072182
45277 13 31 19
0.261570 -0.727056 -0.634799 21.281092
43021 13 32 18
0.098719 -0.994615 -0.031562 12.158779
