5.000000
48 48 48
112.639999 112.639999 112.639999
-7.360001 -7.360001 -7.360001
6.745614 252.713941 67.290580
56654 14 28 24
0.965997 0.201949 -0.161453 6.534204
56702 14 29 24
0.968441 -0.226906 -0.103127 6.336550
59006 14 29 25
0.860365 -0.090498 -0.501580 4.772672
42639 15 24 18
0.852736 0.513622 0.095051 4.916072
42687 15 25 18
0.848870 0.404136 0.340726 6.637973
44991 15 25 19
0.797743 0.579461 -0.166828 6.668173
42735 15 26 18
0.717647 -0.097871 0.689496 7.322789
45039 15 26 19
0.972778 0.042883 -0.227737 7.726420
47343 15 26 20
0.946855 -0.030386 -0.320223 6.829860
51951 15 26 22
0.944306 0.306638 -0.119409 5.040058
42783 15 27 18
0.410725 -0.797353 0.442191 5.620063
45087 15 27 19
0.616588 -0.786834 -0.026696 6.328856
47391 15 27 20
0.886592 -0.426696 -0.178565 5.815319
54303 15 27 23
0.678751 0.672650 0.294684 7.763662
56607 15 27 24
0.594743 0.743673 -0.305339 7.739614
54351 15 28 23
0.801013 0.326642 0.501680 9.778168
56655 15 28 24
0.593922 0.318376 -0.738846 9.796945
58959 15 28 25
0.536063 0.316044 -0.782785 7.578071
61263 15 28 26
0.491936 0.310427 -0.813409 4.124128
54399 15 29 23
0.923410 -0.226014 0.310212 9.963150
54447 15 30 23
0.669566 -0.699062 0.250985 8.057324
56751 15 30 24
0.792391 -0.609390 0.027566 8.615355
59055 15 30 25
0.851767 -0.256640 -0.456759 7.990661
61359 15 30 26
0.570326 -0.184764 -0.800369 4.947021
56799 15 31 24
0.539676 -0.809756 0.230315 5.395892
59103 15 31 25
0.609143 -0.751300 -0.253955 5.514040
61407 15 31 26
0.446604 -0.571007 -0.688837 3.140413
44416 16 13 19
0.804090 0.093673 0.587082 5.403045
46720 16 13 20
0.969997 0.165135 -0.178426 6.250086
46768 16 14 20
0.962676 -0.237606 -0.129610 5.951734
49072 16 14 21
0.860545 -0.099138 -0.499633 4.951702
44560 16 16 19
0.924226 0.035104 0.380229 6.722360
46864 16 16 20
0.456886 -0.056703 -0.887716 6.193613
49168 16 16 21
0.343176 -0.313650 -0.885355 3.939786
44608 16 17 19
0.672584 -0.698542 0.244274 5.316427
46912 16 17 20
0.409499 -0.747732 -0.522692 4.726643
42592 16 23 18
0.698976 0.714277 -0.035221 6.033311
40336 16 24 17
0.563120 0.245525 0.789058 6.571950
42640 16 24 18
0.940949 0.333930 -0.055738 8.692364
47248 16 24 20
0.652592 0.755927 -0.051943 7.002995
49552 16 24 21
0.630094 0.738263 -0.240727 6.505641
51856 16 24 22
0.620926 0.479887 -0.619806 4.752112
40384 16 25 17
0.564806 -0.002807 0.825219 7.156005
42688 16 25 18
0.864126 -0.340299 -0.370787 8.762047
47296 16 25 20
0.764330 0.458009 0.453902 8.864680
49600 16 25 21
0.804644 0.311725 -0.505347 8.481240
56512 16 25 24
0.542551 0.822671 -0.169856 3.426850
40432 16 26 17
0.528388 -0.235636 0.815648 6.668602
42736 16 26 18
0.604923 -0.732898 -0.311334 8.230115
47344 16 26 20
0.735014 0.147558 0.661802 9.296282
49648 16 26 21
0.896599 0.044654 -0.440586 8.951789
56560 16 26 24
0.603962 0.785963 -0.132256 7.101676
42784 16 27 18
0.507569 -0.785487 0.354095 6.983566
47392 16 27 20
0.733344 -0.636559 0.238746 8.775642
49696 16 27 21
0.967093 -0.211681 -0.141145 8.789598
54304 16 27 23
0.363422 0.832333 0.418505 9.499933
56608 16 27 24
0.683119 0.594253 -0.424513 9.564599
58912 16 27 25
0.615646 0.372080 -0.694649 8.016702
49744 16 28 21
0.404271 -0.470947 0.784076 7.906239
52048 16 28 22
0.056961 0.442121 0.895145 9.588799
54352 16 28 23
-0.942342 -0.087885 -0.322905 9.885461
61264 16 28 26
0.317337 0.348575 -0.881926 6.040210
49792 16 29 21
0.059958 -0.322069 0.944816 6.634990
52096 16 29 22
-0.142220 -0.081264 0.986494 9.886888
54400 16 29 23
-0.793688 0.090517 -0.601553 9.910544
61312 16 29 26
0.354384 0.150454 -0.922917 7.293318
49840 16 30 21
0.124025 -0.511804 0.850103 4.801752
52144 16 30 22
0.185554 -0.770321 0.610061 8.417439
54448 16 30 23
-0.208084 -0.961031 -0.181988 9.295858
59056 16 30 25
0.328781 -0.636845 -0.697375 9.572904
61360 16 30 26
0.237718 -0.289106 -0.927312 6.993789
54496 16 31 23
0.121765 -0.968228 0.218421 5.447955
56800 16 31 24
0.004882 -0.937224 0.348695 6.794815
59104 16 31 25
0.121106 -0.957498 -0.261785 7.326417
46673 17 12 20
0.441779 0.859392 -0.257443 7.007704
44417 17 13 19
-0.053018 0.254795 0.965541 7.071919
46721 17 13 20
-0.136785 0.417582 -0.898284 8.396176
49025 17 13 21
-0.085767 0.275742 -0.957398 6.028002
44465 17 14 19
0.371058 0.015550 0.928480 7.488362
46769 17 14 20
0.114738 -0.829473 -0.546634 7.753727
49073 17 14 21
-0.143939 -0.308212 -0.940365 6.184899
51377 17 14 22
-0.118121 0.149742 -0.981644 3.531105
42209 17 15 18
