(5.99847e-07, -0.000154654, -0.000137472, 0.0354435, -1.41044e-11, 6.02431e-07, -0.00015532, -0.000138658, 0.0357492, -1.51273e-11, 5.355e-07, -0.000122726, -0.000123254, 0.0282476, -1.44641e-11, 5.66235e-07, -0.000145988, -0.000122497, 0.0315827, -1.52198e-11, 5.32622e-07, -0.000137322, -0.000108386, 0.0279444, -1.52112e-11, 4.46918e-07, -9.66858e-05, -9.09475e-05, 0.0196757, -1.57425e-11, 6.36045e-07, -0.000163987, -0.000154563, 0.03985, -1.49114e-11, 5.58478e-07, -0.000143988, -0.000119165, 0.0307233, -1.49371e-11, 5.26384e-07, -0.000127915, -0.000112317, 0.027294, -1.48524e-11, 5.9661e-07, -0.000162071, -0.00012907, 0.0350623, -1.4113e-11, 7.05577e-07, -0.000191671, -0.00018052, 0.0490385, -1.47669e-11, 5.61895e-07, -0.000121559, -0.000143759, 0.0311005, -1.40383e-11, 5.5322e-07, -0.000139355, -0.000119683, 0.030148, -1.38893e-11, 6.99734e-07, -0.000176261, -0.000191467, 0.0482302, -1.4613e-11, 6.00945e-07, -0.000130006, -0.000164434, 0.0355731, -1.45091e-11, 5.40203e-07, -0.000132874, -0.000116867, 0.0287458, -1.49507e-11, 6.88205e-07, -0.000169278, -0.000189672, 0.0466541, -1.52762e-11, 6.05283e-07, -0.000130945, -0.000166818, 0.0360887, -1.45227e-11, 6.10985e-07, -0.000161145, -0.00013942, 0.0367712, -1.43829e-11, 6.77113e-07, -0.000178588, -0.00017123, 0.0451616, -1.44798e-11, 5.8582e-07, -0.000133679, -0.000148144, 0.0338053, -1.48416e-11, 6.55294e-07, -0.000174774, -0.000158592, 0.0422976, -1.46664e-11, 6.84722e-07, -0.000182624, -0.000173154, 0.0461824, -1.41208e-11, 6.21324e-07, -0.000150372, -0.000157123, 0.0380268, -1.48488e-11, 6.79011e-07, -0.000182441, -0.000169027, 0.0454147, -1.48737e-11, 6.89794e-07, -0.00018534, -0.000174437, 0.0468692, -1.45709e-11, 6.39075e-07, -0.000159087, -0.000161612, 0.0402305, -1.48978e-11)
(8.73188e-07, -0.00019891, -0.000213547, 0.0486451, -2.07862e-11, 7.81648e-07, -0.000178058, -0.000171121, 0.0389811, -1.97728e-11, 8.39172e-07, -0.000205229, -0.000183715, 0.0449295, -2.14048e-11, 8.37978e-07, -0.000190889, -0.000196672, 0.0448009, -2.12569e-11, 7.67559e-07, -0.000174847, -0.000165008, 0.0375881, -2.01149e-11, 7.90829e-07, -0.000185609, -0.000170013, 0.0399025, -2.17276e-11, 7.74602e-07, -0.000176452, -0.000168049, 0.0382809, -2.10378e-11, 7.3587e-07, -0.000167628, -0.000151665, 0.0345485, -2.04104e-11, 7.0084e-07, -0.000152049, -0.000144448, 0.0313385, -2.12968e-11, 8.66999e-07, -0.000204338, -0.000203484, 0.0479576, -2.22236e-11, 8.16008e-07, -0.000192322, -0.000180254, 0.0424836, -2.12846e-11, 8.12587e-07, -0.000190714, -0.000179497, 0.0421277, -2.05944e-11, 7.94446e-07, -0.000171571, -0.000186455, 0.0402671, -2.11707e-11, 6.24217e-07, -0.00013481, -0.000115113, 0.0248607, -2.17413e-11, 6.78367e-07, -0.000159213, -0.000125098, 0.0293604, -2.24178e-11, 7.54543e-07, -0.000154769, -0.00017709, 0.0363238, -2.11707e-11, 5.54817e-07, -0.000113803, -9.57488e-05, 0.01964, -2.26291e-11, 6.34838e-07, -0.000148997, -0.000109558, 0.0257136, -2.32482e-11, 8.33844e-07, -0.000186657, -0.000198168, 0.0443596, -2.28549e-11, 7.43896e-07, -0.000166525, -0.000157722, 0.0353069, -2.05832e-11, 7.89769e-07, -0.000187694, -0.000167446, 0.0397946, -2.18517e-11, 8.04458e-07, -0.000173734, -0.000191184, 0.0412884, -2.17189e-11, 7.17681e-07, -0.000154996, -0.000152164, 0.0328627, -1.95502e-11, 7.8977e-07, -0.000187695, -0.000167447, 0.0397949, -2.20172e-11, 6.72604e-07, -0.000130669, -0.000148575, 0.028864, -1.92432e-11, 6.45586e-07, -0.000125421, -0.000136878, 0.0265921, -1.99207e-11, 7.34061e-07, -0.000162151, -0.000155636, 0.0343792, -2.00346e-11)
(1.7056e-06, -0.000299552, -0.00032465, 0.0570166, -6.12244e-11, 1.26603e-06, -0.000222352, -0.000178879, 0.0314163, -5.88157e-11, 1.37212e-06, -0.000261179, -0.00019387, 0.0369023, -6.06541e-11, 1.53856e-06, -0.000270214, -0.000264176, 0.0463958, -5.76577e-11, 1.36273e-06, -0.000239333, -0.000207249, 0.0363982, -5.65402e-11, 1.3323e-06, -0.000228765, -0.000202625, 0.0347922, -5.31501e-11, 1.54736e-06, -0.00027176, -0.000267203, 0.0469278, -6.04602e-11, 1.63527e-06, -0.0002872, -0.000298429, 0.0524119, -6.05548e-11, 1.6079e-06, -0.000277662, -0.000293438, 0.050673, -6.58653e-11, 1.74617e-06, -0.000301537, -0.000346075, 0.0597606, -6.45092e-11, 1.33126e-06, -0.000229892, -0.000201157, 0.0347372, -5.78576e-11, 1.52793e-06, -0.00030283, -0.000230877, 0.045759, -6.10306e-11, 1.44852e-06, -0.000207505, -0.000287083, 0.0411245, -6.35124e-11, 1.00393e-06, -0.000143816, -0.000137905, 0.019755, -6.21499e-11, 1.38905e-06, -0.000275307, -0.000190814, 0.0378198, -7.2078e-11, 1.34932e-06, -0.000180054, -0.000267423, 0.0356847, -6.88057e-11, 9.6189e-07, -0.000128356, -0.000135905, 0.0181351, -6.54328e-11, 1.42874e-06, -0.000283175, -0.000201874, 0.040012, -7.03062e-11, 1.49314e-06, -0.000234405, -0.000278352, 0.0436976, -5.97565e-11, 1.13166e-06, -0.00017766, -0.000159894, 0.025102, -7.48003e-11, 1.34383e-06, -0.000250517, -0.000189868, 0.0353951, -6.50344e-11, 1.26939e-06, -0.000176866, -0.000226683, 0.0315844, -5.74639e-11, 1.00435e-06, -0.000139938, -0.000141907, 0.0197723, -6.80587e-11, 1.28725e-06, -0.000229869, -0.000181876, 0.0324782, -6.57599e-11, 1.13875e-06, -0.000140789, -0.000205592, 0.0254189, -6.81687e-11, 8.91186e-07, -0.00011018, -0.000125917, 0.0155676, -7.20952e-11, 1.3014e-06, -0.00023495, -0.000183875, 0.0331962, -6.27203e-11)
(2.92687e-07, -0.000108569, -0.000112633, 0.0417799, -3.58119e-12, 2.85899e-07, -0.000106051, -0.000107469, 0.0398646, -3.65395e-12, 2.966e-07, -0.000114139, -0.000111491, 0.0429046, -3.53486e-12, 2.8288e-07, -0.000104931, -0.000105212, 0.039027, -3.47754e-12, 2.74583e-07, -0.000101854, -9.91301e-05, 0.0367714, -3.75048e-12, 2.75317e-07, -0.000102399, -9.93951e-05, 0.0369682, -3.73995e-12, 2.75336e-07, -0.000102133, -9.96749e-05, 0.0369731, -3.60132e-12, 2.82126e-07, -0.000104652, -0.000104651, 0.0388194, -3.82011e-12, 2.75337e-07, -9.96754e-05, -0.000102133, 0.0369735, -3.76159e-12, 2.84332e-07, -0.000104342, -0.000107444, 0.0394289, -3.71689e-12, 2.61197e-07, -9.58521e-05, -9.06708e-05, 0.0332736, -3.56152e-12, 2.68963e-07, -0.000101636, -9.33664e-05, 0.0352813, -3.6926e-12, 2.9048e-07, -0.000108903, -0.000109767, 0.0411521, -3.67871e-12, 2.55408e-07, -9.57536e-05, -8.4861e-05, 0.0318146, -3.92314e-12, 2.57436e-07, -9.728e-05, -8.5535e-05, 0.032322, -3.75498e-12, 2.87406e-07, -0.00010661, -0.000108605, 0.0402857, -3.90747e-12, 2.64021e-07, -9.79347e-05, -9.16505e-05, 0.0339963, -4.04991e-12, 2.68963e-07, -0.000101636, -9.33665e-05, 0.0352814, -3.70956e-12, 2.66083e-07, -9.97564e-05, -9.21032e-05, 0.0345302, -3.7681e-12, 2.81332e-07, -0.000105473, -0.000102962, 0.0386012, -3.80888e-12, 2.59748e-07, -8.99101e-05, -9.50623e-05, 0.0329052, -3.73876e-12, 2.73199e-07, -0.000104863, -9.48374e-05, 0.0364017, -3.73165e-12, 2.8803e-07, -0.000110555, -0.000105413, 0.0404612, -3.86562e-12, 2.60492e-07, -9.04264e-05, -9.53348e-05, 0.0330943, -3.76714e-12, 2.65484e-07, -9.24224e-05, -9.87419e-05, 0.0343748, -3.74143e-12, 2.61237e-07, -9.09438e-05, -9.56073e-05, 0.0332836, -3.90569e-12, 2.79099e-07, -0.000103806, -0.000102145, 0.0379909, -3.74785e-12)
(1.99311e-07, -9.18296e-05, -8.52986e-05, 0.0393001, -1.97684e-12, 2.02548e-07, -9.33211e-05, -8.8092e-05, 0.0405872, -1.83865e-12, 1.88142e-07, -8.05189e-05, -8.18267e-05, 0.0350192, -1.92201e-12, 1.92374e-07, -8.86336e-05, -7.94647e-05, 0.0366122, -1.98506e-12, 2.10409e-07, -9.69432e-05, -9.50626e-05, 0.0437988, -1.9359e-12, 1.88643e-07, -7.79236e-05, -8.52287e-05, 0.0352058, -1.99817e-12, 1.896e-07, -8.73553e-05, -7.7189e-05, 0.0355637, -1.97417e-12, 2.12721e-07, -9.80084e-05, -9.71633e-05, 0.0447666, -1.97237e-12, 1.87966e-07, -7.6524e-05, -8.58559e-05, 0.0349535, -2.09321e-12, 1.95988e-07, -8.75741e-05, -8.5044e-05, 0.0380005, -1.93695e-12, 2.0137e-07, -8.99788e-05, -8.97787e-05, 0.0401162, -1.92706e-12, 1.95552e-07, -8.48549e-05, -8.71851e-05, 0.0378317, -2.03361e-12, 1.89455e-07, -8.1833e-05, -8.22091e-05, 0.0355093, -1.96685e-12, 1.81218e-07, -7.82749e-05, -7.52159e-05, 0.0324886, -2.02155e-12, 1.82051e-07, -7.89965e-05, -7.5562e-05, 0.0327882, -2.01041e-12, 1.94245e-07, -8.60238e-05, -8.42879e-05, 0.0373278, -2.01314e-12, 1.76021e-07, -7.79529e-05, -6.9214e-05, 0.0306521, -2.01619e-12, 1.7247e-07, -7.48389e-05, -6.78177e-05, 0.0294278, -1.97897e-12, 1.72466e-07, -7.63787e-05, -6.64461e-05, 0.0294266, -1.93854e-12, 2.07137e-07, -9.17332e-05, -9.58466e-05, 0.042447, -1.92966e-12, 1.80199e-07, -6.94253e-05, -8.33818e-05, 0.0321245, -1.99295e-12, 1.79729e-07, -7.88818e-05, -7.28141e-05, 0.0319576, -1.91652e-12, 2.05279e-07, -9.00952e-05, -9.49871e-05, 0.0416891, -1.95513e-12, 1.89488e-07, -7.67672e-05, -8.76799e-05, 0.0355217, -1.94755e-12, 1.96409e-07, -8.50321e-05, -8.81526e-05, 0.0381643, -1.98991e-12, 2.02493e-07, -8.76658e-05, -9.36978e-05, 0.040565, -2.06619e-12, 2.09923e-07, -9.42177e-05, -9.71358e-05, 0.0435965, -1.95627e-12)
(3.43861e-07, -0.000112065, -0.000105594, 0.0344133, -5.9417e-12, 3.13911e-07, -0.000102304, -8.80003e-05, 0.0286795, -5.66795e-12, 2.95784e-07, -9.08302e-05, -8.29191e-05, 0.0254632, -5.76022e-12, 3.42751e-07, -0.000111703, -0.000104913, 0.0341916, -5.83148e-12, 3.2944e-07, -0.000107365, -9.69227e-05, 0.0315874, -5.67515e-12, 3.09415e-07, -9.47096e-05, -9.10316e-05, 0.0278643, -6.13866e-12, 3.19457e-07, -0.000104112, -9.11374e-05, 0.029702, -6.04733e-12, 3.39424e-07, -0.000110619, -0.000102886, 0.0335308, -5.95934e-12, 2.97125e-07, -8.47666e-05, -9.00647e-05, 0.0256946, -6.22527e-12, 3.51683e-07, -0.000119143, -0.000106254, 0.0359967, -6.01416e-12, 4.02414e-07, -0.000136328, -0.000139118, 0.0471299, -6.52182e-12, 3.58879e-07, -0.000108427, -0.000124068, 0.0374844, -5.98621e-12, 3.42428e-07, -0.000112954, -0.000103458, 0.0341269, -6.29011e-12, 3.87333e-07, -0.000127766, -0.00013237, 0.0436634, -6.72884e-12, 3.54765e-07, -0.000107184, -0.00012124, 0.0366299, -6.00925e-12, 3.56823e-07, -0.000122651, -0.000107807, 0.0370565, -6.48404e-12, 3.87239e-07, -0.000133105, -0.000126968, 0.0436425, -6.64588e-12, 3.40368e-07, -0.000102835, -0.0001116, 0.0337173, -5.94202e-12, 3.58492e-07, -0.000121805, -0.000110087, 0.0374042, -5.80523e-12, 3.93184e-07, -0.000133591, -0.000132423, 0.0449929, -5.79336e-12, 3.55356e-07, -0.000109123, -0.000119683, 0.0367523, -5.5641e-12, 3.67965e-07, -0.000123929, -0.000117005, 0.0394068, -5.75668e-12, 3.89745e-07, -0.000131264, -0.000131264, 0.0442093, -5.71863e-12, 3.67965e-07, -0.000117005, -0.000123929, 0.0394067, -5.69202e-12, 3.8528e-07, -0.000135867, -0.00012251, 0.0432023, -5.62723e-12, 4.08086e-07, -0.00014391, -0.000137442, 0.0484683, -5.6489e-12, 3.67965e-07, -0.000117005, -0.000123929, 0.0394067, -5.76233e-12)
(9.53437e-07, -0.0001971, -0.00017364, 0.0358961, -3.21408e-11, 1.02559e-06, -0.000212016, -0.000200912, 0.0415339, -3.19293e-11, 9.03502e-07, -0.000164547, -0.000176997, 0.0322353, -2.80891e-11, 1.0462e-06, -0.000216276, -0.000209068, 0.0432197, -3.41103e-11, 1.07197e-06, -0.000221604, -0.000219495, 0.0453755, -3.07524e-11, 1.03624e-06, -0.000207078, -0.000212179, 0.0424011, -2.90067e-11, 1.07197e-06, -0.000221602, -0.000219492, 0.0453745, -3.31202e-11, 1.02559e-06, -0.000212016, -0.000200913, 0.0415341, -3.09869e-11, 1.01582e-06, -0.000207994, -0.000198997, 0.0407458, -3.08595e-11, 9.85543e-07, -0.000200829, -0.000188219, 0.0383546, -3.11054e-11, 9.85545e-07, -0.00020083, -0.000188217, 0.0383545, -3.40325e-11, 9.23645e-07, -0.000176396, -0.000176394, 0.0336878, -3.22256e-11, 8.90323e-07, -0.000163899, -0.000170034, 0.0313018, -2.98968e-11, 8.76558e-07, -0.000161365, -0.000164816, 0.0303415, -3.06728e-11, 9.0936e-07, -0.000173668, -0.000170982, 0.0326539, -2.87651e-11, 8.99844e-07, -0.000167422, -0.000171852, 0.0319745, -3.30742e-11, 8.76653e-07, -0.000163107, -0.000163108, 0.0303477, -3.11214e-11, 8.99834e-07, -0.000171848, -0.000167419, 0.0319733, -2.90067e-11, 1.02626e-06, -0.000205083, -0.000208113, 0.0415879, -2.95482e-11, 9.41577e-07, -0.000188161, -0.000175183, 0.0350078, -3.41166e-11, 9.55503e-07, -0.000193767, -0.000177776, 0.0360517, -3.29583e-11, 9.55029e-07, -0.000176745, -0.000194605, 0.0360142, -3.07001e-11, 8.72e-07, -0.000161382, -0.000162238, 0.0300254, -3.14399e-11, 9.60139e-07, -0.000195653, -0.000178638, 0.0364024, -3.16604e-11, 9.89487e-07, -0.00018702, -0.000204549, 0.0386603, -3.0395e-11, 8.90549e-07, -0.000168322, -0.000165688, 0.0313163, -3.18337e-11, 9.74049e-07, -0.000201362, -0.000181226, 0.0374643, -3.20638e-11)
(1.79873e-06, -0.000291206, -0.00031591, 0.051144, -7.05447e-11, 1.37668e-06, -0.000222878, -0.00018506, 0.02996, -6.77446e-11, 1.49351e-06, -0.000262307, -0.000200767, 0.035261, -7.19805e-11, 1.92937e-06, -0.000312356, -0.00036346, 0.0588422, -7.62991e-11, 1.40683e-06, -0.000227759, -0.00019325, 0.031286, -7.24208e-11, 1.63707e-06, -0.0003084, -0.00022488, 0.0423646, -8.67856e-11, 1.95952e-06, -0.000317238, -0.000374909, 0.060696, -8.0049e-11, 1.56761e-06, -0.000253788, -0.000239944, 0.0388455, -6.80462e-11, 1.85266e-06, -0.000354466, -0.000283578, 0.0542571, -8.02547e-11, 1.67819e-06, -0.000273339, -0.000273334, 0.0445192, -6.97548e-11, 1.32439e-06, -0.000215718, -0.000170235, 0.0277283, -7.23035e-11, 1.32437e-06, -0.000215708, -0.000170231, 0.0277264, -7.41929e-11, 1.49622e-06, -0.000217278, -0.000243696, 0.0353885, -6.95144e-11, 1.20782e-06, -0.000175402, -0.000158808, 0.0230625, -6.97357e-11, 1.3547e-06, -0.000220648, -0.000178118, 0.029011, -7.64914e-11, 1.47601e-06, -0.000211446, -0.000240406, 0.034439, -7.35527e-11, 1.30709e-06, -0.00018725, -0.000188532, 0.0270088, -6.41119e-11, 1.48614e-06, -0.00024206, -0.000214358, 0.0349144, -6.49769e-11, 1.72836e-06, -0.000279811, -0.000291682, 0.0472202, -6.17498e-11, 1.35661e-06, -0.000219632, -0.000179702, 0.0290938, -6.96184e-11, 1.41414e-06, -0.000238655, -0.000187319, 0.0316124, -7.3774e-11, 1.6246e-06, -0.000248666, -0.000272574, 0.0417203, -6.7881e-11, 1.28261e-06, -0.000196325, -0.0001699, 0.0260063, -7.58668e-11, 1.40592e-06, -0.000235886, -0.000186231, 0.0312458, -7.69797e-11, 1.56542e-06, -0.000235002, -0.000258039, 0.0387368, -6.7339e-11, 1.25795e-06, -0.000188848, -0.000166633, 0.0250159, -7.53248e-11, 1.38125e-06, -0.000227683, -0.000182964, 0.0301593, -7.30108e-11)
(8.71748e-07, -0.00018901, -0.000172686, 0.0374409, -2.77866e-11, 1.01921e-06, -0.000220984, -0.000236049, 0.0511794, -2.69474e-11, 9.31194e-07, -0.000184464, -0.000215665, 0.0427218, -2.66139e-11, 8.41389e-07, -0.000182427, -0.000160868, 0.0348786, -2.74059e-11, 1.04089e-06, -0.000225684, -0.000246198, 0.0533795, -2.66054e-11, 9.17895e-07, -0.000175499, -0.000217109, 0.0415109, -2.70014e-11, 8.28382e-07, -0.000179608, -0.000155934, 0.0338091, -2.65632e-11, 9.36805e-07, -0.000203115, -0.000199421, 0.0432375, -2.6702e-11, 8.13335e-07, -0.000153104, -0.000173142, 0.032593, -2.88647e-11, 8.00024e-07, -0.000162421, -0.000155323, 0.0315333, -2.7521e-11, 8.16285e-07, -0.000165726, -0.000161702, 0.0328297, -2.26864e-11, 7.80613e-07, -0.000151556, -0.000154634, 0.030022, -2.68967e-11, 7.88374e-07, -0.000157724, -0.000153062, 0.0306215, -2.76289e-11, 8.04397e-07, -0.000160933, -0.000159348, 0.0318803, -2.55956e-11, 7.80619e-07, -0.000151558, -0.000154637, 0.030023, -2.50083e-11, 7.8449e-07, -0.000156174, -0.000152308, 0.0303206, -2.83873e-11, 7.84506e-07, -0.00015618, -0.000152315, 0.0303232, -2.59858e-11, 7.65087e-07, -0.000148543, -0.000148544, 0.0288404, -2.54904e-11, 8.69201e-07, -0.000182461, -0.00017732, 0.0372222, -2.57746e-11, 8.73418e-07, -0.00018335, -0.000179046, 0.0375861, -2.41637e-11, 8.48799e-07, -0.000173159, -0.000173997, 0.0354957, -2.59318e-11, 9.32346e-07, -0.000203066, -0.000196635, 0.0428269, -2.47998e-11, 9.06223e-07, -0.000197381, -0.000185772, 0.0404624, -2.51333e-11, 8.77504e-07, -0.000185069, -0.000179881, 0.0379373, -2.40638e-11, 8.74355e-07, -0.000193022, -0.00017062, 0.0376658, -2.61034e-11, 9.18526e-07, -0.000202775, -0.000188294, 0.0415684, -2.63856e-11, 8.11898e-07, -0.000158431, -0.000166433, 0.032477, -2.48254e-11)
(6.71599e-07, -0.000200321, -0.000161852, 0.0482763, -1.4885e-11, 6.13794e-07, -0.000183079, -0.00013519, 0.0403236, -1.46337e-11, 4.95917e-07, -0.000119514, -0.000109228, 0.0263236, -1.28343e-11, 6.8536e-07, -0.000204426, -0.000168552, 0.0502749, -1.47171e-11, 6.24805e-07, -0.000186363, -0.000140083, 0.041783, -1.57044e-11, 5.1516e-07, -0.000126696, -0.000115502, 0.0284062, -1.4365e-11, 6.88114e-07, -0.000205247, -0.000169909, 0.0506796, -1.47452e-11, 6.38568e-07, -0.000190468, -0.000146322, 0.0436442, -1.55626e-11, 5.28622e-07, -0.000130528, -0.000121131, 0.0299101, -1.41791e-11, 6.05811e-07, -0.00017292, -0.00013762, 0.0392814, -1.41938e-11, 5.82104e-07, -0.000166153, -0.000127059, 0.0362669, -1.55718e-11, 4.63267e-07, -0.000105239, -0.00010112, 0.022971, -1.46239e-11, 5.07288e-07, -0.000121251, -0.000115239, 0.0275441, -1.21866e-11, 4.23473e-07, -0.000101217, -8.03044e-05, 0.0191939, -1.51306e-11, 4.02477e-07, -9.14297e-05, -7.63235e-05, 0.0173382, -1.48221e-11, 4.67458e-07, -0.000102959, -0.000106191, 0.0233885, -1.32748e-11, 3.61772e-07, -7.96813e-05, -6.36022e-05, 0.0140085, -1.50828e-11, 3.7313e-07, -8.4763e-05, -6.55992e-05, 0.014902, -1.52786e-11, 7.08381e-07, -0.00021409, -0.000177711, 0.0537087, -1.59194e-11, 7.00016e-07, -0.000211563, -0.000173539, 0.0524481, -1.48886e-11, 5.81055e-07, -0.000145769, -0.000144047, 0.0361368, -1.27195e-11, 6.76719e-07, -0.000183803, -0.000180462, 0.0490152, -1.34035e-11, 6.29101e-07, -0.000170871, -0.00015596, 0.0423605, -1.31851e-11, 6.17658e-07, -0.000164712, -0.000153121, 0.0408329, -1.28085e-11, 7.14617e-07, -0.000186334, -0.000209624, 0.0546589, -1.46126e-11, 6.03937e-07, -0.000157475, -0.000149721, 0.0390397, -1.27069e-11, 6.79425e-07, -0.0001993, -0.000168434, 0.0494078, -1.4138e-11)
