(9.20602, 8.28268, 15.1804, 16.481, 16.7395, 10.3867, 3.87003, 2.47175, 3.72474, 6.20062, 7.45653, 7.72787, 9.27646, 9.43192, 9.00963, 9.80193, 10.541, 9.86729, 10.4665, 7.86312, 8.73081, 7.28352, 8.2393, 6.02089, 4.50105, 3.0404, 1.81508, 0.42948, 2.39384, 8.69102, 13.3132, 21.633, 29.9228)
(5.55614, 9.72867, 20.6864, 22.8181, 17.8051, 7.58846, 2.56118, 2.40176, 2.85005, 3.13077, 4.87331, 6.00635, 6.60451, 7.97388, 10.4222, 14.2165, 15.5665, 10.7177, 8.8542, 7.27404, 6.55084, 5.81326, 3.70677, 3.25384, 2.29429, 1.34791, 0.596867, 0.220552, 1.80438, 6.65448, 14.9308, 27.2456, 37.9445)
(7.4432, 8.83213, 12.8, 16.7291, 17.1111, 12.8589, 5.09017, 3.84829, 3.76613, 4.29006, 7.23096, 8.45038, 8.227, 8.91671, 9.27204, 10.2586, 10.6033, 10.1629, 9.52439, 8.48074, 8.00489, 8.09903, 6.64038, 6.58916, 5.40953, 3.34069, 2.25886, 0.836425, 3.37199, 8.30292, 13.8864, 20.1801, 29.1836)
(6.43593, 7.48951, 10.7523, 14.553, 18.126, 18.7405, 6.73054, 2.34965, 2.41406, 4.06439, 8.34405, 10.6011, 9.43655, 9.52743, 8.85383, 8.72911, 8.46883, 8.5534, 8.30249, 8.54693, 8.86201, 10.1183, 3.46633, 3.43001, 3.58874, 3.94062, 2.70288, 1.10259, 4.97161, 11.0249, 16.2033, 21.5299, 28.0392)
(7.93889, 8.90086, 13.7003, 14.1771, 14.8886, 14.1522, 5.4614, 3.33739, 3.29673, 5.0459, 9.10066, 10.1666, 10.0166, 8.9613, 8.5114, 8.58854, 8.62258, 8.30337, 8.87059, 8.90287, 9.10143, 9.95477, 5.37238, 4.67331, 4.17843, 3.44895, 2.5363, 0.88221, 3.82506, 9.19975, 14.6777, 22.5286, 28.6773)
(7.50315, 8.83525, 14.7057, 17.4978, 15.3457, 11.1444, 5.23723, 3.81061, 3.4929, 4.48477, 7.94253, 8.93333, 8.87922, 8.79788, 9.50372, 10.4756, 10.7097, 9.45359, 9.26358, 7.64517, 7.49265, 8.84558, 5.54895, 5.40933, 4.13449, 3.02562, 1.47693, 0.521955, 2.53052, 6.89903, 13.3395, 23.2324, 33.8813)
(4.87316, 6.49925, 17.6274, 21.2895, 20.4503, 12.9071, 3.60274, 2.67229, 2.25787, 2.82964, 4.99085, 6.1725, 7.16808, 9.06452, 10.9468, 12.7373, 12.51, 10.92, 9.96721, 7.23085, 6.51481, 6.76792, 2.83324, 2.70124, 2.16913, 1.41822, 1.37252, 0.424305, 3.61435, 9.65793, 16.4896, 26.3307, 32.9888)
(10.1339, 7.97092, 10.2293, 12.7182, 13.5287, 13.4694, 7.58015, 5.44881, 4.83705, 5.69944, 8.38408, 11.3215, 9.6189, 9.00171, 8.27425, 8.93878, 8.18899, 8.28043, 8.50132, 8.65133, 9.1639, 10.0589, 10.9512, 9.1842, 7.3462, 5.70232, 3.26563, 0.664353, 3.65787, 7.53539, 11.9867, 17.2913, 22.4148)
(8.90716, 8.8104, 13.3969, 15.5265, 15.3455, 10.2928, 5.05356, 5.25445, 4.91571, 4.59299, 7.90412, 9.37446, 9.38456, 8.4046, 9.24966, 9.23353, 9.37236, 8.76886, 8.4487, 9.19408, 9.40094, 9.16825, 10.4759, 8.27171, 5.96797, 5.00336, 2.59921, 0.48423, 3.40162, 7.35885, 12.6557, 18.4666, 25.3148)
(6.52758, 8.26667, 15.8604, 15.7176, 19.0264, 14.3265, 3.6554, 2.74072, 3.14094, 4.21728, 6.52043, 7.26821, 8.58497, 9.48355, 10.2803, 10.2011, 10.7038, 10.1095, 9.15498, 9.33358, 8.02318, 6.85683, 3.5729, 2.55318, 2.02596, 1.7635, 1.43555, 0.829441, 4.75039, 10.0024, 15.4218, 22.9404, 34.7045)
