(8.1365, 8.87886, 13.5529, 16.777, 16.5633, 10.7213, 5.54949, 2.95909, 2.31217, 4.5156, 10.0338, 9.83959, 8.96284, 9.76722, 8.1892, 9.9486, 7.41061, 9.48986, 10.0606, 9.1312, 8.69655, 8.50369, 4.72609, 5.01693, 4.08554, 2.90261, 1.98931, 0.646577, 3.19536, 7.78105, 14.491, 21.2145, 33.9511)
(10.4548, 7.28979, 9.03841, 10.8189, 11.0731, 14.0315, 8.5772, 5.44984, 4.69351, 6.77879, 11.7942, 11.6424, 9.89367, 8.71003, 8.00198, 7.25, 7.44611, 8.283, 7.90527, 9.90111, 9.10851, 11.8579, 7.25865, 7.18982, 7.26739, 6.12752, 2.94423, 0.798303, 4.9008, 9.42323, 13.6296, 18.6663, 21.7942)
(9.39644, 7.89836, 8.81948, 11.2019, 12.8973, 13.8, 8.24502, 4.76884, 4.91558, 6.36446, 11.6926, 11.5099, 9.17939, 8.14762, 7.95401, 7.9874, 8.19424, 8.5843, 7.75039, 9.05828, 9.5964, 12.038, 7.15708, 6.80702, 6.43184, 5.65444, 2.96369, 0.919649, 4.14186, 9.26005, 13.6872, 19.1194, 23.8577)
(9.44209, 8.78386, 11.8123, 12.8688, 13.937, 12.6807, 8.09108, 4.87442, 2.35196, 5.54425, 9.61354, 10.6894, 10.1423, 9.18575, 7.97646, 8.48579, 7.96317, 6.90147, 7.25257, 8.43478, 10.333, 12.6353, 4.34763, 5.86518, 6.87038, 5.8985, 3.58962, 0.965182, 4.28795, 8.59546, 14.1126, 18.5266, 26.9408)
(9.11209, 8.30144, 9.37074, 12.4446, 15.2309, 13.0072, 7.35379, 4.57934, 4.23931, 6.07763, 10.2829, 10.6901, 10.2474, 8.88597, 8.3499, 8.36241, 7.21783, 7.89332, 8.10644, 8.90213, 10.0114, 11.3332, 7.68075, 6.58822, 5.7975, 4.92091, 2.50873, 0.791764, 3.65101, 8.02697, 13.9615, 19.4713, 26.6013)
(8.88272, 7.56813, 9.37328, 12.4379, 14.9174, 15.3763, 8.32603, 4.72573, 3.6679, 5.33249, 9.3922, 12.7015, 10.0591, 8.84595, 7.98349, 7.0873, 6.6184, 7.57041, 6.94044, 7.4299, 11.6435, 13.1201, 4.75542, 5.57723, 6.05365, 5.87995, 4.22505, 1.03153, 4.79851, 9.72462, 13.7281, 18.4824, 25.7436)
(9.45071, 10.9617, 13.4558, 16.253, 11.6482, 11.0222, 4.83262, 4.0262, 3.38064, 6.03896, 8.92999, 8.78919, 8.47599, 9.63806, 8.98793, 9.12574, 8.32485, 8.95571, 9.58607, 9.14437, 8.99897, 9.97311, 7.06161, 5.98589, 4.59659, 3.18297, 1.90864, 0.591498, 3.33986, 6.41319, 13.9183, 19.9685, 33.0329)
(11.238, 9.03769, 9.80512, 12.1594, 11.0065, 12.4515, 7.02958, 5.61197, 4.41312, 6.59507, 10.652, 11.3019, 9.89878, 8.94333, 7.60933, 8.13711, 7.14746, 7.66122, 8.80772, 9.10897, 9.77592, 11.6083, 11.8237, 10.0319, 7.37319, 5.27534, 2.93931, 0.566659, 3.90944, 7.55175, 12.4868, 16.2567, 21.7852)
(11.4296, 9.41588, 10.7228, 10.4337, 10.5057, 11.9468, 7.1538, 4.8292, 4.2623, 7.26616, 12.0341, 11.7577, 9.61409, 9.00167, 7.975, 7.85825, 6.99621, 7.43661, 8.99529, 9.0827, 10.0414, 11.241, 10.6594, 8.1869, 7.06754, 4.96386, 3.20233, 0.973453, 3.83054, 7.4297, 12.1079, 15.9409, 25.6374)
(6.45124, 8.32834, 12.4742, 17.9749, 18.7189, 13.5215, 6.43871, 3.71874, 2.95364, 3.52437, 5.89551, 9.40345, 6.4038, 8.89252, 9.9119, 12.4204, 10.1671, 9.48607, 8.37231, 8.60196, 7.80172, 8.53875, 4.64239, 5.37837, 4.94192, 3.18798, 1.73755, 0.520395, 3.52589, 8.48119, 14.167, 22.5024, 30.915)
