(-0.354202, -0.233519, 0.905544, -0.442038, -0.811509, -0.382172, 0.824101, -0.535651, 0.184214)(0, 0, 0, 0, 0, 0, 0, 0, 0.0332936, 0, 0, 0, 0, 0.0124541, 0.0388152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0173358, 0, 0, 0, 0, 0.254685, 0.0425661, 0, 0, 0, 0.0319143, 0.240807, 0, 0, 0, 0, 0.0337039, 0, 0, 0, 0, 0.0333241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0400847, 0.293148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.017644, 0.0081486, 0, 0, 0, 0, 0.00223796, 0, 0, 0, 0, 0, 0.044948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00133067, 0, 0, 0, 0, 0, 0.00360258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.297371, 0.0386341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.10673, 0.546346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0358216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.304602, 0.016544, 0, 0, 0, 0, 0, 0, 0, 0, 0.0459576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00508581, 0.278053, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00234595, 0, 0.0200835, 0.332939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00223211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0140928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.300457, 0.0047661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0422933, 0.043525, 0, 0, 0, 0, 0, 0, 0)
(0.839166, 0.533613, -0.105156, -0.15326, 0.417519, 0.89565, 0.521835, -0.735483, 0.432149)(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0193401, 0, 0, 0, 0.00858905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0042177, 0.195904, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000162862, 0.362016, 0.0220673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0243419, 0, 0, 0, 0.0161369, 0.0164153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14725e-05, 0.0013233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00793596, 0, 0.0196223, 0.00788115, 0.0142844, 0.247801, 0.20653, 0.0173331, 0.147167, 0, 0, 0, 0.0144891, 0.191304, 0.196569, 0.0243017, 0.503729, 0.0340108, 0, 0.0199145, 0, 0, 0, 0, 0, 0, 0, 0, 0.00329687, 0, 0, 0, 0, 0, 0, 0.00613414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0286367, 0, 0.0192645, 0.0148197, 0.0445351, 0.37495, 0.00896351, 0.0269286, 0, 0, 0.0255835, 0.337649, 0.00964477, 0.176936, 0.0371587, 0.159517, 0.0406488, 0, 0, 0, 0, 0, 0, 0, 0, 0.0160827, 0, 0, 0, 0, 0, 0, 0, 0, 0.157922, 0.0214034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.155848, 0.0100879, 0, 0, 0, 0, 0, 0, 0.00413314, 0, 0, 0.0281076, 0.0139834, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
(0.980502, 0.0105875, 0.196222, 0.125145, 0.736229, -0.66506, -0.151506, 0.676649, 0.72055)(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00189974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.177519, 0.0149288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0195515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0185504, 0, 0.0109565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0340704, 0, 0.0423571, 0.0140349, 0.0272895, 0.00169809, 0, 0.0194211, 0.179671, 0.173645, 0, 0.153904, 0.026644, 0.378623, 0.039812, 0.159659, 0.0231308, 0.0018397, 0, 0.023538, 0.0169893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000645668, 0, 0, 0, 0, 0, 0, 0, 0.0258129, 0.172434, 0.00756686, 0.207455, 0.0509269, 0.359027, 0.0297609, 0.0176953, 0, 0.00927452, 0.0133798, 0.170005, 0.0287392, 0.0289515, 0.400936, 0.187186, 0.0294324, 0.343526, 0, 0, 0, 0, 0, 0.00769062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00629952, 0.185385, 0.0150234, 0.151242, 0, 0.0203967, 0, 0, 0, 0, 0, 0, 0.0426128, 0, 0.0203162, 0.00128866, 0, 0.0416106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0103571, 0, 0, 0, 0, 0, 0, 0, 0.034552, 0, 0.0230067, 0.0220088, 0, 0, 0, 0, 0.0246554, 0, 0, 0.17227, 0.00976859, 0.0187334, 0.18043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00459954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.157229, 0.0228927, 0, 0, 0, 0, 0, 0, 0, 0, 0)
(0.267267, 0.284588, 0.92064, 0.670912, -0.740748, 0.0342101, 0.691697, 0.608525, -0.388911)(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28669, 0.00328873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0259167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00561922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0203429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0298641, 0.0271519, 0, 0.0349601, 0, 0, 0, 0, 0.0353891, 0, 0, 0.271573, 0.00525651, 0.00783645, 0.230762, 0, 0, 0, 0, 0, 0.0191994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0392996, 0.228922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0217887, 0, 0, 0.0233416, 0.246552, 0.0434705, 0.0279988, 0.0285288, 0, 0, 0, 0.21558, 0.0271348, 0, 0.000930527, 0.0780588, 0.490303, 0.271423, 0.249911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00370213, 0, 0, 0, 0.0175991, 0, 0, 0, 0, 0, 0, 0, 0.0379431, 0, 0, 0, 0, 0, 0, 0, 0, 0.251803, 0, 0, 0, 0, 0, 0, 0, 0.00735228, 0.0272026, 0, 0.0192242, 0, 0.0166745, 0, 0, 0, 0, 0, 0, 0, 0, 0.0302994, 0.266074, 0.212945, 0.0253096, 0, 0, 0, 0, 0.0404403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0391967, 0, 0, 0.00658133, 0, 0.0381488, 0, 0, 0, 0, 0, 0.212175, 0.0288028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0348895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
(-0.38326, -0.396542, 0.834186, 0.788841, -0.61033, 0.0722988, 0.480459, 0.68575, 0.546724)(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0135724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0485549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0380897, 0.317474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0254889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0426843, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0111073, 0.373012, 0, 0, 0.0255286, 0, 0, 0, 0, 0, 0.0394182, 0, 0, 0, 0.00573815, 0.347081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0307204, 0, 0, 0, 0.285695, 0.0337036, 0, 0, 0, 0.0497434, 0, 0, 0, 0, 0, 0.0520792, 0, 0.0269074, 0, 0, 0.023996, 0.339684, 0.036403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0438736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0702864, 0.295276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0454905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.044873, 0, 0.0528115, 0, 0, 0, 0, 0, 0, 0, 0.0451758, 0.282474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0389069, 0, 0.0333431, 0, 0, 0, 0, 0, 0, 0, 0.0241573, 0.349714, 0, 0.335009, 0.0540914, 0)
(0.816805, 0.127607, -0.562624, 0.576454, -0.219415, 0.78712, -0.0230061, -0.967251, -0.252778)(0, 0, 0, 0, 0.00198109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.165069, 0.0251998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0180197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00199885, 0.167378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.158175, 0.00969488, 0, 0.0150597, 0, 0.00358402, 0, 0, 0, 0, 0.000788537, 0.0254175, 0, 0, 0, 0, 0.0260598, 0, 0, 0, 0, 0, 0, 0, 0, 0.0262386, 0, 0, 0, 0.0300302, 0, 0, 0.0041734, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0152603, 0.0224617, 0.0511673, 0.001612, 0, 0.155844, 0.0158406, 0.17604, 0.0203769, 0.342597, 0.00250059, 0.17537, 0.211189, 0.369199, 0.146967, 0, 0.0170322, 0, 0.0224753, 0, 0.0216655, 0.0200999, 0, 0, 0, 0, 0, 0, 0.0194581, 0, 0.18197, 0, 0, 0.01386, 0, 0, 0, 0, 0, 0, 0, 0.00645762, 0, 0.00292708, 0.016814, 0.0256689, 0.0207666, 0, 0.00554553, 0, 0.156241, 0.0538213, 0.339521, 0.161899, 0, 0.195131, 0.164145, 0.363334, 0.0453056, 0.169392, 0, 0.0232681, 0.163449, 0.0636933, 0.0244915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00203622, 0, 0, 0, 0, 0, 0.0207512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0248812, 0, 0, 0.0128547, 0.0245579, 0.000327273, 0.0138542, 0, 0, 0, 0.022459, 0.131217, 0.0296424, 0, 0, 0.136946, 0.0222515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0195757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
(0.842181, -0.199026, 0.501119, -0.353702, 0.497558, 0.792042, -0.406973, -0.844289, 0.348638)(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00114041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0168645, 0, 0, 0, 0.0123704, 0, 0, 0, 0, 0, 0, 0.0143028, 0, 0.181742, 0, 0.212193, 0.0030167, 0, 0, 0, 0, 0.0221689, 0.155593, 0, 0.0246426, 0, 0, 0, 0, 0, 0, 0.00785098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16011, 0.0103976, 0, 0, 0, 0, 0.0164268, 0.153261, 0, 0, 0, 0, 0, 0.019605, 0.00208539, 0, 0, 0.00205547, 0, 0, 0, 0.0166975, 0.0135367, 0, 0.0163299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.014379, 0.137002, 0, 0, 0, 0, 0.0248188, 0.00558878, 0.0246161, 0, 0, 0, 0.0231921, 0, 0.0277525, 0.231901, 0.0142831, 0.0210871, 0.0494703, 0.0266232, 0.0233897, 0.158805, 0.1841, 0.22175, 0, 0.175834, 0.381842, 0.00820631, 0.172024, 0.354893, 0.14757, 0.0228763, 0.0296607, 0.0149484, 0.0288973, 0, 0, 0, 0, 0, 0.0214137, 0, 0, 0, 0, 0.0257485, 0, 0, 0, 0, 0.0160702, 0.157, 0, 0, 0, 0, 0.0186324, 0, 0.042758, 0.00516169, 0, 0, 0, 0, 0, 0.0441039, 0, 0.204154, 0, 0.176697, 0.0131581, 0.0258508, 0.0121209, 0.0369074, 0.191819, 0.0341591, 0.309781, 0.0188872, 0.173026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00710989, 0, 0, 0, 0, 0, 0, 0, 0, 0.00645514, 0, 0, 0, 0, 0, 0, 0.0125977, 0, 0, 0.00803686, 0.175225, 0, 0, 0, 0, 0.010534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
(0.871465, -0.366217, 0.326243, 0.336274, -0.0380708, -0.940994, 0.357028, 0.929751, 0.0899718)(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00545385, 0, 0, 0, 0.0253985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.023132, 0, 0.00784981, 0.0183035, 0.0243657, 0, 0, 0, 0, 0, 0, 0.142299, 0, 0, 0, 0, 0, 0, 0.0155777, 0, 0, 0, 0, 0, 0, 0, 0.0254316, 0, 0, 0.17039, 0.0105508, 0, 0, 0, 0, 0, 0, 0.00364343, 0, 0, 0, 0, 0, 0.0117119, 0, 0, 0, 0, 0.149576, 0.0228771, 0, 0, 0, 0, 0, 0.027214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.205042, 0.0176985, 0, 0, 0, 0, 0, 0, 0.00505542, 0.0085839, 0.0472236, 0.337961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000923216, 0, 0, 0, 0, 0, 0, 0, 0, 0.0223087, 0.0230864, 0.0244771, 0.0242953, 0.0226367, 0.139381, 0.0456438, 0.166701, 0, 0, 0, 0.144551, 0.032052, 0.183565, 0.203393, 0.379034, 0.188026, 0.045211, 0.0283645, 0, 0, 0, 0, 0, 0, 0, 0, 0.0239069, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.132581, 0.0276304, 0, 0, 0.209355, 0.0178627, 0.0325639, 0.0251052, 0.0131799, 0, 0.0176061, 0.0260258, 0.00859706, 0, 0.200571, 0.367513, 0.0307429, 0.1772, 0.138791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0171392, 0, 0, 0, 0.00535117, 0, 0, 0, 0, 0, 0, 0.168062, 0.0334285, 0, 0.000738567, 0.21691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0267906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0120717, 0, 0.00302428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.17482, 0.0256927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.17769, 0.0254067, 0, 0, 0, 0, 0, 0, 0, 0)
(0.910383, -0.239592, -0.337339, -0.0546588, 0.738507, -0.672027, 0.410139, 0.630241, 0.659228)(0, 0.00213209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.206813, 0.00060396, 0, 0, 0, 0, 0.0276205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0234739, 0, 0, 0, 0, 0.0290598, 0, 0, 0, 0, 0.0207297, 0.184199, 0, 0, 0, 0, 0, 0.0290218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.185485, 0.00889411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0287042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0126182, 0.17947, 0.018171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00385535, 0, 0, 0, 0.0308194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0135138, 0.0172782, 0.185331, 0, 0.0290981, 0, 0, 0, 0, 0, 0.0319042, 0.178721, 0.217098, 0.221488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0214477, 0, 0, 0.00361745, 0.2348, 0, 0, 0, 0, 0, 0, 0.194046, 0.012596, 0.0158957, 0.0518698, 0.406371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0203314, 0.0438025, 0, 0.0225418, 0, 0, 0, 0, 0.0173433, 0.00601043, 0.0165855, 0.391604, 0.405284, 0, 0, 0, 0.0228287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.182917, 0.0196517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0254645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0176686, 0.176369, 0, 0.0304406, 0.0157552, 0, 0, 0, 0, 0, 0.0160629, 0, 0, 0, 0, 0, 0, 0, 0, 0.00523887, 0, 0.184483, 0.00666793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0174728, 0, 0, 0.019935, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.86244e-05, 0, 0, 0)
(0.861136, -0.479653, -0.168457, 0.0246923, 0.370436, -0.92853, 0.507775, 0.795431, 0.330839)(0.0094457, 0.00496545, 0, 0, 0, 0, 0, 0, 0, 0.0874149, 0, 0.00707835, 0.104052, 0, 0, 0.00943152, 0, 0.0123723, 0, 0.00310054, 0.122445, 0, 0, 0.00182928, 0.107019, 0.000535532, 0, 0, 0.0112731, 0.0142176, 0.0754092, 0, 0, 0.014536, 0.125769, 0.00203713, 0, 0, 0, 0.0823705, 0.0142422, 0.0155031, 0, 0, 0, 0.00537427, 0, 0, 0, 0, 0, 0, 0.00344875, 0.0126115, 0, 0.0121024, 0.0953698, 0.00530932, 0, 0, 0, 0, 0, 0, 0.0797599, 0, 0, 0.00578054, 0.0136666, 0, 0, 0, 0, 0, 0.0133642, 0, 0, 0, 0.117688, 0.117283, 0.00354426, 0, 0, 0, 0, 0, 0.0178564, 0, 0, 0, 0, 0, 0, 0, 0, 0.00221093, 0.113942, 0.00749496, 0.106475, 0.00802246, 0.00436935, 0, 0, 0, 0, 0, 0.0148918, 0.116801, 0.0141397, 0.00533065, 0.000257361, 0.0134728, 0, 0.0282373, 0.00247116, 0.116714, 0.0989495, 0.0997369, 0.10835, 0.0272432, 0, 0.101621, 0.243339, 0.00932579, 0.0988375, 0, 0.00913392, 0.0186505, 0.094076, 0.120731, 0.0971854, 0, 0, 0, 0, 0, 0, 0.012455, 0, 0.0115266, 0.00118934, 0, 0.0037425, 0, 0.00408161, 0, 0, 0, 0, 0, 0.00804443, 0.00153109, 0.00496703, 0, 0.0288808, 0.211273, 0.100731, 0.274481, 0.128638, 0.216783, 0.139066, 0.108356, 0.0209801, 0.0873776, 0, 0.0246922, 0.119221, 0.130405, 0.0341666, 0.00532993, 0.104987, 0.0182094, 0.102519, 0.0223424, 0.0984254, 0, 0, 0, 0, 0.0137401, 0, 0, 0, 0.011785, 0.105474, 0.0136605, 0, 0.0081229, 0.00291817, 0, 0, 0, 0, 0.00270784, 0, 0.0166722, 0, 0, 0, 0.00406017, 0.0241984, 0.1001, 0.18411, 0.0978669, 0.045581, 0.109435, 0.0160601, 0.0148618, 0, 0.296365, 0.0545349, 0.00386788, 0.0189853, 0.0154405, 0.0172369, 0.188666, 0.0363755, 0.0967173, 0.00946893, 0, 0, 0, 0, 0, 0, 0.00619984, 0, 0, 0.00684885, 0.100102, 0, 0, 0.100166, 0.00303135, 0.113428, 0.00518606, 0.0851351, 0.0117632, 0, 0, 0.00405487, 0, 0, 0, 0, 0.0147634, 0.0851575, 0, 0, 0.00517429, 0.0148017, 0.0126524, 0.00827107, 0.00662196, 0.109502, 0.0019522, 0.113398, 0.089066, 0.0261256, 0.0215288, 0.112112, 0.10066, 0.101956, 0.0885567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0055444, 0, 0.00681017, 0, 0, 0, 0, 0, 0, 0.100947, 0.00887213, 0, 0.0130987, 0, 0.00207029, 0, 0, 0, 0, 0, 0.000270258, 0, 0, 0.00993847, 0.0011891, 0.104473, 0.0041148, 0, 0, 0.00502077, 0, 0, 0, 0, 0.00657149, 0, 0, 0, 0.0047477, 0.0112177, 0, 0, 0.000801898, 0, 0.00932216, 0.09348, 0, 0, 0, 0, 0, 0, 0, 0.0116402, 0, 0, 0, 0, 0, 0, 0.104694, 0.00175313, 0, 0, 0, 0, 0, 0.00656265, 0, 0.00979842, 0, 0.0123091, 0, 0)
