136.198811	130.688104	70.894271
133.644759	130.016580	71.344140
124.989043	123.803755	73.173815
125.534681	122.025115	73.233393
141.287094	130.147192	71.847563
138.676141	129.484175	72.279363
135.467133	130.645649	72.732108
136.092871	128.819799	72.717094
132.938496	129.977670	73.166342
134.749109	124.515120	73.228306
135.344197	122.701311	73.307933
132.797355	122.059583	73.757650
129.725841	123.224581	74.121540
126.181905	126.190891	74.469803
126.735565	124.389024	74.502793
127.294022	122.591429	74.560725
127.856190	120.800834	74.643677
123.313714	127.347134	74.882661
123.842117	125.551411	74.895738
124.379045	123.757820	74.932093
124.923460	121.969068	74.991920
122.088937	123.138607	75.351797
147.076377	127.699210	72.990452
147.715580	125.854276	73.057735
140.521910	130.089706	73.768013
141.170019	128.245308	73.775445
137.938930	129.431020	74.184213
138.571679	127.589793	74.197045
140.409546	122.086948	74.422438
135.383791	128.770956	74.605492
137.214945	123.268619	74.747891
132.863912	128.111595	75.028922
130.386296	127.455012	75.451766
130.970809	125.628802	75.478711
132.137780	121.988652	75.612187
127.393293	128.623641	75.865348
127.957581	126.803313	75.871473
129.096266	123.168128	75.958262
129.668248	121.358906	76.039290
131.382184	115.998020	76.432656
131.949893	114.242231	76.613046
125.038632	127.971920	76.274635
125.583851	126.158590	76.285727
126.135460	124.346765	76.320154
126.692336	122.539193	76.378159
127.817620	118.947890	76.565211
128.384088	117.169603	76.694134
128.951941	115.406406	76.846402
129.520408	113.660855	77.021658
124.898993	120.129855	76.871737
125.454932	118.349037	76.976000
127.149858	113.093974	77.420754
121.541980	123.104049	77.129964
122.610252	119.534396	77.273122
118.845052	124.286549	77.475823
119.348141	122.502281	77.518495
120.930630	117.195297	77.763692
121.479836	115.450132	77.884456
144.942432	131.331377	74.959940
145.613886	129.473082	74.958610
146.268150	127.614897	74.991189
141.005922	134.389637	75.428241
142.356757	130.685998	75.341752
143.014478	128.829035	75.346195
143.657957	126.972656	75.383072
139.783656	130.035449	75.733890
141.059103	126.327184	75.784713
136.595645	131.231648	76.147166
137.859443	127.530191	76.148358
138.479552	125.680329	76.192908
133.469494	132.415481	76.579200
134.088956	130.572835	76.544418
135.927006	125.034015	76.604660
136.527863	123.193915	76.680681
131.019291	131.752490	76.970894
131.617661	129.913784	76.943451
132.216369	128.071911	76.941752
134.585906	120.730753	77.198778
135.165840	118.916599	77.329462
128.611375	131.090459	77.362167
129.188543	129.256548	77.341655
129.768648	127.420096	77.345480
130.350299	125.583932	77.374042
132.091892	120.106063	77.610086
132.667624	118.299849	77.738960
126.251918	130.431444	77.750630
126.807900	128.603198	77.736589
129.645328	119.489692	78.016334
130.216480	117.692300	78.143126
125.024398	126.132823	78.139703
125.573975	124.311297	78.175287
126.129184	122.494042	78.233031
126.689014	120.683877	78.313027
127.252462	118.883566	78.415308
127.818653	117.095832	78.539766
123.814596	121.880363	78.623767
124.363633	120.079813	78.703946
124.919022	118.289552	78.805031
122.650109	117.709474	79.183772
118.366854	124.273106	79.268027
118.869006	122.479600	79.311150
140.954377	132.494404	77.388833
141.618378	130.629758	77.365598
142.909473	126.896501	77.410395
143.533242	125.033989	77.479067
138.429912	131.847294	77.757263
136.556776	129.336005	78.122110
137.180874	127.474638	78.139349
139.586680	120.076053	78.487157
140.159700	118.253020	78.643730
133.451332	130.542505	78.511026
134.064066	128.686172	78.506860
134.673379	126.829047	78.528698
131.011374	129.888681	78.890818
131.606244	128.036980	78.892287
132.200401	126.185034	78.918351
133.965470	120.657277	79.146180
128.039622	131.080225	79.285296
128.613166	129.236603	79.269154
129.189978	127.390421	79.275858
129.768714	125.544574	79.305779
130.348138	123.701982	79.359116
130.927062	121.865540	79.436039
131.504404	120.038167	79.536568
132.079265	118.222717	79.660603
125.709908	130.426107	79.653731
126.262837	128.588272	79.643730
129.090153	119.427324	79.921380
129.660614	117.620764	80.043257
123.966079	127.945748	80.012432
125.607782	122.455663	80.121872
126.728778	118.826621	80.298528
121.728019	127.311068	80.373404
123.323123	121.847040	80.490783
124.986365	116.451647	80.783004
142.815010	124.951915	79.542147
137.152808	125.553858	80.210678
137.756767	123.689486	80.282089
133.461675	128.650064	80.511380
137.004679	117.544273	81.023054
130.446024	129.867919	80.871965
132.803194	122.433664	81.028417
126.944706	132.922415	81.274501
127.509860	131.074570	81.241600
128.079919	129.221395	81.229632
128.653534	127.365727	81.238956
129.229395	125.510465	81.269915
129.806291	123.658534	81.322726
130.383112	121.812896	81.397517
125.210881	130.425761	81.589252
126.877840	124.881214	81.630983
124.033184	126.099537	81.948087
125.130763	122.423601	82.041094
126.249311	118.776671	82.211247
121.286084	127.311596	82.269365
121.807118	125.478159	82.290879
122.876939	121.820446	82.387373
123.977791	118.193648	82.555933
124.537787	116.398725	82.667249
120.685547	121.229282	82.722915
121.768390	117.624204	82.889332
122.885780	114.073371	83.122887
140.229897	122.378561	82.079049
134.706358	131.135251	82.204398
135.326594	129.255876	82.201230
137.150580	123.623511	82.336752
137.742000	121.758175	82.430873
138.323368	119.903960	82.549466
138.893855	118.063816	82.692377
132.902315	128.617924	82.545851
134.693481	123.000108	82.689205
136.991408	115.642419	83.202715
137.544463	113.846057	83.387573
128.755321	133.580760	82.931051
129.338590	131.718942	82.896548
127.024689	131.073154	83.227087
127.591512	129.210606	83.219004
129.309499	123.620255	83.314259
121.514056	133.475730	83.919844
118.926689	134.653819	84.260020
121.410523	125.475211	84.215326
123.576806	118.156133	84.470857
124.701023	114.565799	84.697992
118.772870	126.702564	84.499640
119.275893	124.869472	84.525283
119.790692	123.039153	84.566095
120.316496	121.214395	84.622203
120.852513	119.397922	84.693691
121.398018	117.592493	84.780614
149.751191	114.920069	84.070529
150.223969	113.136878	84.322812
145.156635	121.656952	83.641186
147.781959	112.540880	84.614836
142.677249	121.045385	83.963542
139.034739	124.180532	84.085904
139.627590	122.301961	84.176206
140.208192	120.434375	84.290603
140.775820	118.580805	84.428933
130.588512	134.230628	84.652359
131.188483	132.355607	84.616448
132.388869	128.589461	84.605699
134.752813	121.076864	84.836915
135.898775	117.378970	85.080583
136.459987	115.554947	85.234055
137.012729	113.751224	85.408201
137.556648	111.970426	85.602610
128.287982	133.586532	84.957313
128.867386	131.715305	84.928407
132.359559	120.470290	85.164453
132.933514	118.621146	85.273662
133.502795	116.787059	85.402808
134.066777	114.970835	85.551687
134.624987	113.175169	85.719995
128.288108	125.456400	85.278863
131.709986	114.395935	85.863801
123.283189	134.152878	85.591040
124.895812	128.572698	85.542651
127.127428	121.122668	85.716029
127.693071	119.277868	85.802971
129.395645	113.831884	86.168485
120.645885	135.346298	85.917664
121.141217	133.507754	85.876817
123.226997	126.087304	85.865993
123.769339	124.229491	85.902734
124.872362	120.530717	86.024767
125.431342	118.695521	86.110234
127.129375	113.280312	86.464084
118.582441	134.699876	86.189235
119.538307	131.025963	86.135888
120.035161	129.178723	86.130412
122.672161	119.949442	86.323650
123.224203	118.124724	86.407368
123.782672	116.313580	86.506218
124.346918	114.518729	86.620172
124.916301	112.742769	86.749124
125.490269	110.988182	86.892919
117.487297	130.399399	86.411956
117.964076	128.560319	86.411126
118.454113	126.718590	86.423708
118.956627	124.876986	86.449881
119.470850	123.038255	86.489788
121.076185	117.567118	86.693086
121.629850	115.767591	86.788869
117.928096	120.638594	86.820048
118.453834	118.825649	86.886708
115.926866	120.086820	87.083584
155.305444	120.237517	84.994409
155.794612	118.399839	85.195476
151.831142	123.370350	84.938825
152.381445	121.498050	85.080000
152.905963	119.641423	85.249545
153.404469	117.803375	85.446996
149.956763	120.899055	85.352465
150.487861	119.042818	85.519283
149.069078	114.793756	86.203710
143.345273	125.339700	85.597407
144.519478	121.564104	85.794569
145.080462	119.695273	85.930402
140.908344	124.728700	85.900278
145.691598	108.350753	87.500980
137.273461	127.911394	86.101634
137.882968	126.011311	86.143461
138.482879	124.116333	86.207517
139.649716	120.354138	86.402497
140.767487	116.649203	86.685970
134.882382	127.290931	86.407315
135.482552	125.394797	86.451474
137.237157	119.751887	86.709528
137.803780	117.896253	86.837374
130.136008	134.233272	86.720569
130.731605	132.348821	86.690438
131.327959	130.458188	86.678904
134.274161	121.017736	86.910240
134.848498	119.153592	87.015315
137.071491	111.875230	87.628930
126.173177	139.175154	87.176570
127.868422	133.595334	87.005036
128.444318	131.714784	86.981415
129.023180	129.828609	86.975207
129.603665	127.939754	86.986759
130.184518	126.051210	87.016321
130.764597	124.166031	87.064077
134.178036	113.093299	87.735418
135.275871	109.560967	88.102319
135.815842	107.835873	88.311095
124.016049	138.526139	87.433745
126.757254	129.200439	87.267881
127.322262	127.317530	87.283177
127.890018	125.435476	87.315272
129.599450	119.824343	87.513829
130.735703	116.142455	87.731876
131.863146	112.534197	88.017691
132.978379	109.020352	88.369346
133.530738	107.304662	88.568941
121.903239	137.876003	87.687765
122.410516	136.035665	87.632095
123.456277	132.320000	87.563802
123.992328	130.449964	87.551833
125.084941	126.699511	87.573691
126.759450	121.091592	87.723925
128.455439	115.575505	88.017396
129.022263	113.770509	88.146945
121.321633	131.686369	87.834595
121.837778	129.822938	87.827768
122.363154	127.955715	87.835054
122.896774	126.087517	87.856623
123.437685	124.221240	87.892684
123.985004	122.359802	87.943365
124.537873	120.506105	88.008762
