(0, 1.51515, 1.13636, 0.189394, 0, 0, 1.13636, 0.568182, 0.568182, 0, 0.189394, 0.378788, 0.757576, 0.378788, 0, 0.189394, 0.378788, 0.757576, 0.189394, 0.189394, 0.189394, 0.757576, 1.13636, 0.189394, 0.568182, 0.189394, 0, 0.189394, 0.189394, 0, 0.378788, 0, 0.757576, 0.189394, 0, 0.189394, 0, 0.568182, 0, 0, 0.568182, 0, 1.51515, 0.189394, 0, 0.189394, 0.378788, 1.89394, 0.378788, 0.378788, 0.189394, 0, 0.568182, 0, 0, 0, 0, 0.568182, 0, 0, 0.189394, 0, 0.378788, 0, 0, 0, 0, 1.13636, 0, 0, 0.189394, 0, 0.757576, 0, 0, 0.94697, 1.32576, 0.94697, 0.189394, 0.568182, 0, 0.757576, 2.65152, 0, 0.568182, 0, 1.32576, 2.27273, 0, 0.378788, 0, 0.757576, 0.94697, 0, 0.378788, 0.94697, 1.70455, 2.08333, 0, 0.94697, 4.35606, 4.92424, 0.378788, 0.568182, 3.0303, 2.27273, 5.87121, 1.32576, 0.378788, 1.89394, 1.13636, 4.92424, 0.568182, 0.189394, 2.08333, 0.568182, 4.73485, 1.13636, 0.94697, 1.89394, 3.2197, 3.0303, 2.65152, 1.32576, 3.40909)
(0, 0.134953, 1.34953, 0, 0, 0, 0.134953, 0.674764, 0, 0, 0, 0.134953, 0.944669, 0, 0, 0, 0.134953, 1.21457, 0.404858, 0, 0, 0, 0.134953, 0, 0, 0, 0.134953, 0, 0, 0, 0, 0, 0.809717, 0, 0, 0, 0, 0.674764, 0, 0, 0, 0, 0.404858, 0, 0, 0, 0, 0.134953, 0, 0, 0, 0, 0.269906, 0, 0, 0, 0, 0.539811, 0, 0, 0, 0, 0.809717, 0, 0, 0, 0, 0.539811, 0, 0, 0, 0, 0.134953, 0, 0, 0.269906, 0.674764, 1.61943, 0.134953, 0.404858, 0, 1.21457, 1.34953, 0, 0.539811, 0, 1.75439, 3.23887, 0, 0, 0, 1.61943, 1.88934, 0, 0.404858, 0, 1.21457, 0.539811, 0.134953, 0.134953, 4.72335, 4.58839, 1.34953, 1.21457, 2.42915, 2.02429, 5.93792, 1.75439, 0.539811, 2.69906, 2.83401, 9.44668, 0.944669, 0.404858, 2.02429, 4.04858, 6.74763, 1.61943, 0.674764, 2.15924, 5.26316, 4.72335, 1.21457, 1.07962, 2.69906)
(0, 0.966184, 0.483092, 0.386473, 0.0966184, 0.289855, 0.193237, 0.57971, 0.289855, 0, 0, 0.289855, 0.386473, 0.676328, 0, 0.0966184, 0.289855, 0.676328, 0.289855, 0.0966184, 0.0966184, 0.193237, 1.25604, 0.289855, 0.193237, 0.57971, 0, 0.869565, 0.0966184, 0.0966184, 0.0966184, 0, 0.676328, 0.193237, 0.0966184, 0.289855, 0, 1.25604, 0.193237, 0, 0.0966184, 0, 0.676328, 0.289855, 0.0966184, 0.483092, 0.386473, 0.966184, 0.289855, 0, 0.0966184, 0.0966184, 0.966184, 0, 0.0966184, 0.0966184, 0, 0.0966184, 0, 0.0966184, 0, 0, 0.386473, 0, 0.0966184, 0, 0, 0.386473, 0, 0, 0.193237, 0, 0.676328, 0, 0.193237, 1.0628, 1.25604, 2.31884, 0.289855, 1.25604, 0.0966184, 1.35266, 1.15942, 0, 0.483092, 0, 1.0628, 1.44928, 0, 0.193237, 0.0966184, 0.869565, 1.25604, 0.0966184, 0.483092, 0.483092, 1.73913, 1.35266, 0.193237, 0.483092, 3.96135, 3.09179, 1.25604, 0.772947, 3.18841, 2.22222, 4.63768, 1.25604, 0.676328, 2.22222, 1.25604, 4.44445, 1.0628, 0.676328, 3.6715, 2.99517, 5.21739, 0.966184, 0.772947, 2.99517, 5.02415, 2.6087, 1.93237, 1.35266, 3.38164)
(0, 0.432433, 1.22522, 0.18018, 0.036036, 0.036036, 0.324324, 1.22522, 0.324324, 0, 0.0720721, 0.288288, 1.33333, 0.540541, 0, 0.036036, 0.252252, 1.15315, 0.576577, 0, 0.144144, 0.396396, 1.04504, 0.252252, 0.144144, 0.144144, 0.144144, 0.684685, 0.252252, 0, 0, 0, 1.58558, 0, 0, 0.216216, 0, 1.08108, 0.144144, 0, 0.216216, 0, 1.08108, 0.18018, 0, 0.504505, 0.252252, 1.2973, 0.36036, 0.216216, 0.0720721, 0.036036, 0.828829, 0.036036, 0.0720721, 0, 0, 0.612613, 0, 0.036036, 0, 0, 0.936937, 0, 0, 0.036036, 0, 0.864865, 0, 0, 0.252252, 0.036036, 0.792793, 0, 0.0720721, 0.36036, 1.54955, 1.83784, 0.144144, 0.576577, 0, 0.936937, 2.16216, 0, 0.288288, 0, 1.26126, 2.66667, 0, 0.288288, 0.036036, 1.36937, 2.27027, 0, 0.504505, 1.04504, 1.90991, 2.1982, 0.612613, 1.2973, 2.48649, 3.38739, 2.23423, 1.08108, 1.47748, 1.22522, 5.29729, 2.59459, 0.684685, 1.00901, 0.936937, 5.15315, 2.27027, 0.612613, 1.18919, 1.58558, 3.56757, 2.41441, 0.972973, 1.22522, 2.45045, 3.35135, 2.91892, 1.54955, 1.94595)
(0, 0.645161, 0.645161, 0.430108, 0, 0.645161, 0, 0.860215, 0.645161, 0, 0, 0, 1.29032, 0.215054, 0, 0, 0.215054, 1.29032, 0.215054, 0, 0, 0.215054, 0.215054, 0.215054, 0, 0, 0, 0.645161, 0.215054, 0.215054, 0, 0, 1.07527, 0.215054, 0, 0, 0, 1.07527, 0.215054, 0, 0, 0, 0.645161, 0.430108, 0, 0.430108, 0.215054, 1.50538, 0.215054, 0, 0, 0, 1.07527, 0, 0, 0.215054, 0, 0, 0, 0, 0, 0, 0.645161, 0, 0, 0, 0, 0.430108, 0, 0, 0, 0, 0.215054, 0, 0, 1.50538, 1.93548, 1.29032, 0.430108, 0.430108, 0, 2.58065, 2.7957, 0, 0, 0, 2.36559, 2.58065, 0, 0, 0, 0.860215, 2.36559, 0, 0.215054, 0.430108, 2.15054, 1.07527, 0.215054, 0.215054, 1.72043, 3.44086, 3.87097, 1.50538, 1.07527, 1.72043, 5.37634, 1.93548, 0.430108, 1.07527, 0.645161, 9.24731, 3.22581, 0.430108, 1.50538, 1.50538, 6.66666, 1.93548, 0.215054, 2.15054, 1.50538, 2.7957, 3.22581, 0.645161, 1.29032)
(1.51515, 0, 3.0303, 3.0303, 0, 1.51515, 1.51515, 1.51515, 1.51515, 1.51515, 0, 3.0303, 0, 0, 0, 3.0303, 1.51515, 0, 6.06061, 0, 4.54545, 3.0303, 6.06061, 1.51515, 3.0303, 0, 0, 0, 0, 0, 0, 0, 1.51515, 0, 0, 0, 0, 1.51515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51515, 0, 1.51515, 0, 1.51515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0303, 0, 0, 0, 0, 3.0303, 0, 0, 0, 0, 1.51515, 0, 1.51515, 0, 1.51515, 1.51515, 0, 0, 0, 0, 1.51515, 0, 0, 0, 1.51515, 0, 0, 0, 1.51515, 0, 1.51515, 0, 0, 0, 1.51515, 1.51515, 3.0303, 0, 0, 3.0303, 1.51515, 0, 0, 1.51515, 3.0303, 1.51515, 1.51515, 0, 0, 4.54545, 0, 4.54545, 0)
(0.942761, 0.538721, 0.808081, 0.740741, 0.673401, 1.14478, 0.538721, 1.14478, 0.538721, 0.538721, 0.740741, 0.538721, 0.808081, 1.48148, 0.13468, 0.606061, 0.0673401, 0.740741, 2.0202, 0.20202, 0.673401, 0.40404, 0.942761, 0.942761, 1.0101, 1.21212, 0.20202, 1.21212, 0.942761, 0.538721, 0.808081, 0, 1.41414, 0.606061, 0, 1.21212, 0.0673401, 1.54882, 0.740741, 0, 0.673401, 0, 1.0101, 1.27946, 0.0673401, 1.0101, 0.740741, 1.27946, 1.14478, 0.740741, 0.40404, 0.13468, 0.808081, 0.0673401, 0.20202, 0.40404, 0, 0.3367, 0, 0.26936, 0.13468, 0, 0.3367, 0, 0.3367, 0.26936, 0, 0.740741, 0, 0.3367, 0.606061, 0.0673401, 0.471381, 0.0673401, 0.40404, 1.61616, 0.808081, 1.88552, 0.740741, 1.88552, 0, 0.40404, 0.808081, 0, 1.21212, 0, 0.673401, 0.740741, 0, 0.673401, 0.13468, 0.471381, 1.14478, 0.0673401, 1.0101, 0.538721, 1.14478, 1.6835, 0.26936, 1.75084, 1.88552, 2.0202, 1.48148, 1.48148, 2.55892, 1.48148, 1.95286, 0.673401, 0.471381, 1.88552, 0.875421, 1.81818, 0.875421, 0.13468, 1.95286, 1.21212, 2.08754, 0.673401, 0.471381, 1.41414, 2.96296, 2.08754, 1.3468, 1.3468, 1.41414)
(1.0989, 0, 3.2967, 1.0989, 0, 1.0989, 1.0989, 1.0989, 0, 1.0989, 0, 3.2967, 0, 1.0989, 0, 0, 1.0989, 2.1978, 3.2967, 0, 3.2967, 4.3956, 6.59341, 0, 2.1978, 1.0989, 0, 0, 0, 0, 0, 0, 1.0989, 0, 0, 0, 0, 1.0989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0989, 0, 0, 0, 1.0989, 0, 0, 1.0989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2967, 0, 0, 0, 0, 3.2967, 0, 0, 0, 1.0989, 2.1978, 0, 1.0989, 0, 1.0989, 2.1978, 0, 0, 0, 2.1978, 4.3956, 0, 0, 0, 1.0989, 2.1978, 0, 0, 1.0989, 0, 3.2967, 1.0989, 0, 1.0989, 2.1978, 3.2967, 2.1978, 0, 0, 2.1978, 2.1978, 0, 0, 1.0989, 3.2967, 1.0989, 1.0989, 0, 0, 4.3956, 0, 2.1978, 0)
(0, 0.42517, 0.42517, 0.42517, 0.085034, 0.085034, 0.085034, 0.595238, 0.340136, 0, 0.170068, 0.255102, 0.340136, 0.255102, 0, 0.170068, 0.255102, 0.42517, 0.170068, 0, 0.085034, 0.340136, 0.595238, 0.255102, 0.340136, 0.255102, 0, 1.10544, 0.510204, 0.170068, 0, 0, 1.10544, 0.085034, 0, 0, 0.085034, 1.02041, 0.340136, 0, 0.085034, 0, 0.680272, 0, 0, 0.42517, 0.255102, 1.27551, 0, 0.085034, 0.255102, 0.085034, 0.595238, 0, 0.170068, 0, 0, 0.340136, 0, 0, 0.085034, 0, 0.170068, 0, 0, 0.085034, 0, 0.510204, 0, 0, 0.085034, 0, 0.42517, 0.085034, 0.340136, 1.10544, 1.70068, 1.87075, 0.510204, 0.680272, 0, 1.78571, 2.04082, 0, 0.42517, 0, 2.29592, 2.38095, 0, 0.340136, 0.085034, 1.36054, 2.38095, 0, 0.085034, 0.42517, 1.53061, 1.78571, 0.170068, 0.765306, 3.91156, 2.46599, 2.12585, 1.02041, 2.04082, 3.9966, 4.67687, 1.27551, 0.255102, 2.55102, 2.46599, 7.39795, 0.935374, 0.085034, 2.21088, 2.38095, 5.017, 0.595238, 0.170068, 2.04082, 3.91156, 3.74149, 1.36054, 1.19048, 1.61565)
(0, 0, 0, 0, 0, 3.57143, 0, 0, 0, 0, 0, 0, 3.57143, 0, 0, 0, 3.57143, 0, 0, 0, 3.57143, 3.57143, 3.57143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57143, 0, 0, 0, 0, 3.57143, 0, 0, 0, 0, 0, 0, 3.57143, 0, 0, 0, 0, 0, 0, 0, 3.57143, 0, 0, 0, 3.57143, 0, 0, 0, 7.14286, 3.57143, 3.57143, 0, 3.57143, 0, 3.57143, 7.14286, 3.57143, 0, 0, 3.57143, 3.57143, 0, 0, 3.57143, 7.14286, 3.57143, 0, 0, 0, 3.57143, 0, 0, 3.57143)
