5.000000
64 64 64
155.039997 155.039997 155.039997
-4.960003 -4.960003 -4.960003
10.320050 484.809907 143.327422
116822 22 33 28
0.904238 0.142602 -0.402515 5.123802
117142 22 38 28
0.790228 0.597655 -0.135458 3.353330
96854 22 41 23
0.978911 0.190682 -0.073311 9.776794
100950 22 41 24
0.545525 0.124228 -0.828836 6.869835
96918 22 42 23
0.893560 -0.425229 0.143984 8.918517
101014 22 42 24
0.612907 -0.154660 -0.774871 6.729088
104407 23 31 25
0.491416 0.662589 0.565231 6.774688
108503 23 31 26
0.690694 0.712590 0.123118 8.934046
112599 23 31 27
0.701111 0.627539 -0.338582 8.174290
104471 23 32 25
0.732318 -0.089916 0.675000 8.554998
108567 23 32 26
0.957379 0.048726 0.284696 11.205873
112727 23 33 27
0.952721 0.295055 0.072558 13.738908
116823 23 33 28
0.650396 0.170410 -0.740233 11.072430
108695 23 34 26
0.728902 -0.254304 0.635635 10.931727
112791 23 34 27
0.927734 -0.372057 -0.029718 13.599615
116887 23 34 28
0.618657 -0.326062 -0.714806 10.360325
84439 23 39 20
0.736909 0.255761 0.625741 5.255889
96727 23 39 23
0.773350 0.576296 0.264220 9.399804
100823 23 39 24
0.757481 0.446501 -0.476298 9.017849
104919 23 39 25
0.863864 0.197888 -0.463228 6.501988
117207 23 39 28
0.300086 -0.034247 -0.953297 6.909033
88599 23 40 21
0.777787 0.131725 0.614570 8.488489
92695 23 40 22
0.673383 0.622881 0.398215 11.123644
100887 23 40 24
0.656626 -0.029811 -0.753627 9.833279
109079 23 40 26
0.912376 0.118703 0.391766 6.960549
117271 23 40 28
0.255694 -0.235044 -0.937750 6.153504
92759 23 41 22
0.743743 -0.105140 0.660145 12.772466
96855 23 41 23
0.692814 0.070850 -0.717627 13.493501
96919 23 42 23
0.943443 -0.258864 -0.207133 13.030990
96983 23 43 23
0.889273 -0.246825 0.385061 11.783769
101079 23 43 24
0.918514 0.158650 -0.362164 11.280884
109271 23 43 26
0.987189 -0.129913 -0.092629 9.299061
101143 23 44 24
0.975113 -0.143557 -0.168957 11.396732
105239 23 44 25
0.907879 -0.239652 -0.343982 9.367730
97111 23 45 23
0.703668 -0.558909 0.438716 7.743085
105303 23 45 25
0.605654 -0.657311 -0.448469 6.268896
120664 24 29 29
0.872880 -0.325617 0.363392 7.379066
124760 24 29 30
0.966313 -0.256284 0.023631 8.647852
108504 24 31 26
0.333483 0.874823 0.351387 12.062256
112600 24 31 27
0.384076 0.806254 -0.449933 11.788732
124888 24 31 30
0.916033 -0.317222 -0.245465 4.584336
104472 24 32 25
0.298360 0.219413 0.928891 11.462866
112664 24 32 27
0.277303 0.894101 -0.351691 14.539565
116760 24 32 28
0.129973 0.446238 -0.885426 11.471731
112728 24 33 27
-0.404240 0.889442 0.213267 16.253834
116824 24 33 28
-0.134452 0.082230 -0.987502 13.083725
108696 24 34 26
0.220884 -0.153356 0.963168 14.567344
112792 24 34 27
0.482131 -0.578402 -0.658028 17.311163
116888 24 34 28
0.016498 -0.117167 -0.992975 12.812861
112856 24 35 27
0.725700 -0.684675 -0.067672 14.862683
116952 24 35 28
0.632154 -0.144123 -0.761321 11.866776
108824 24 36 26
0.673690 -0.366905 0.641501 8.526978
112920 24 36 27
0.843500 -0.521423 0.128939 10.900681
104856 24 38 25
0.858122 0.271898 0.435543 9.221880
108952 24 38 26
0.946073 0.216890 0.240633 11.624921
113048 24 38 27
0.854428 0.253206 -0.453696 11.207951
84440 24 39 20
0.509805 0.291952 0.809236 7.856916
96728 24 39 23
0.417434 0.907622 -0.044402 12.350719
100824 24 39 24
0.000113 0.533708 -0.845669 10.558290
84504 24 40 20
0.467619 -0.220796 0.855910 7.555993
96792 24 40 23
-0.167346 0.457842 -0.873141 13.820035
113176 24 40 27
0.322115 0.122948 -0.938683 10.496953
88664 24 41 21
0.578429 0.040616 0.814721 11.535319
92760 24 41 22
-0.018470 0.682258 0.730878 14.792617
92824 24 42 22
0.588122 -0.474924 0.654645 14.430002
96920 24 42 23
0.308831 0.556978 -0.770973 15.172174
109208 24 42 26
0.819023 0.548554 0.168196 15.217843
113304 24 42 27
0.282382 0.136942 -0.949477 12.941633
96984 24 43 23
0.726651 0.024158 0.686582 15.822040
101080 24 43 24
0.758441 0.582590 -0.292159 15.802936
105176 24 43 25
0.946643 0.270737 0.174839 15.525511
109272 24 43 26
0.831748 -0.449285 -0.326095 15.738873
113368 24 43 27
0.253529 -0.410259 -0.876020 11.938114
97048 24 44 23
0.553274 -0.382034 0.740228 15.197836
113432 24 44 27
0.264394 -0.614661 -0.743161 7.801279
97112 24 45 23
0.130124 -0.908479 0.397156 10.903924
101208 24 45 24
0.045298 -0.973497 -0.224170 11.272263
105304 24 45 25
0.217982 -0.931417 -0.291457 9.167616
91417 25 20 22
